generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.36,8.9657,8.5198,80,100,749
2,294.00,304.02,9.1829,8.5047,82,100,1386
3,294.00,304.72,10.0714,9.6074,72,100,3499
4,294.00,303.99,10.8771,10.4142,76,100,4651
5,294.00,299.64,10.9943,10.7196,45,100,5547
6,294.00,297.55,11.2286,10.9661,40,100,6531
7,294.00,298.20,11.4514,11.2148,46,100,7584
8,294.00,303.98,12.0314,11.4841,49,100,8704
9,294.00,300.21,11.9886,11.4929,43,100,9818
10,294.00,299.77,12.1600,11.7491,57,100,10925
11,294.00,302.88,12.3714,11.9461,74,100,12057
12,294.00,302.64,12.4543,12.0723,90,100,13256
13,294.00,302.15,12.6229,12.2319,100,100,14453
14,294.00,302.02,12.7086,12.3487,100,100,15685
15,294.00,301.20,12.8143,12.4021,100,100,16916
16,294.00,302.89,12.8657,12.5003,100,100,18185
17,294.00,303.02,12.8943,12.5955,100,100,20469
18,294.00,301.35,12.9486,12.6110,100,100,22330
19,294.00,302.36,12.9971,12.7109,100,100,24093
20,294.00,302.53,13.0543,12.7953,100,100,25892
21,294.00,301.69,13.0743,12.8448,100,100,27436
22,294.00,302.71,13.1657,12.9101,100,100,28869
23,294.00,303.54,13.2429,13.0167,100,100,30245
24,294.00,301.98,13.2629,13.0293,100,100,31954
25,294.00,301.27,13.3000,13.1064,100,100,33421
26,294.00,298.17,13.3429,13.0919,100,100,34900
