generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.06,8.8257,8.5261,82,100,584
2,294.00,302.79,8.9686,8.5112,86,100,1016
3,294.00,296.90,10.2743,9.8159,61,100,2271
4,294.00,298.62,10.8086,10.5779,100,100,2853
5,294.00,298.44,11.3286,10.9817,100,100,3834
6,294.00,298.23,11.5686,11.2783,100,100,4430
7,294.00,298.73,11.9914,11.5813,100,100,4857
8,294.00,304.17,12.1429,11.9089,100,100,5285
9,294.00,305.42,12.2200,11.9905,100,100,5957
10,294.00,303.83,12.3114,12.0557,100,100,6604
11,294.00,300.96,12.3943,12.1100,100,100,7232
12,294.00,301.73,12.6143,12.3998,100,100,7885
13,294.00,297.58,12.8086,12.5660,100,100,8620
14,294.00,298.90,12.9200,12.7055,100,100,9384
15,294.00,296.16,12.9914,12.7780,100,100,10215
16,294.00,296.57,13.1200,12.9645,100,100,11272
17,294.00,296.92,13.1857,13.0856,100,100,12258
18,294.00,297.36,13.2514,13.1381,100,100,13268
19,294.00,298.22,13.3343,13.2059,100,100,14282
20,294.00,298.80,13.4029,13.2712,100,100,15266
21,294.00,297.85,13.4857,13.3080,100,100,16212
22,294.00,297.47,13.4886,13.3825,100,100,17136
23,294.00,296.72,13.5600,13.4665,100,100,18051
24,294.00,297.80,13.6200,13.5269,100,100,19477
25,294.00,297.65,13.7114,13.5729,100,100,20711
26,294.00,299.25,13.7686,13.6595,100,100,21972
