generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.61,8.8400,8.5103,77,100,531
2,294.00,301.37,8.8657,8.4958,79,100,927
3,294.00,295.21,9.8200,9.5689,29,100,1746
4,294.00,299.61,10.6886,10.1521,41,100,2274
5,294.00,304.70,11.2943,10.9661,100,100,2795
6,294.00,312.01,11.6771,11.3173,100,100,3465
7,294.00,307.22,11.9943,11.5745,100,100,4146
8,294.00,303.08,12.1543,11.7651,100,100,4872
9,294.00,299.37,12.3400,11.9774,100,100,5616
10,294.00,299.94,12.4000,12.1875,100,100,6561
11,294.00,299.52,12.5686,12.3340,100,100,7836
12,294.00,300.70,12.7629,12.4713,100,100,8886
13,294.00,303.25,12.7943,12.5883,100,100,10493
14,294.00,303.02,12.8886,12.6412,100,100,11885
15,294.00,301.04,12.9400,12.6858,100,100,13404
16,294.00,298.29,13.1000,12.8335,100,100,14411
17,294.00,299.48,13.2143,12.9999,100,100,15779
18,294.00,299.11,13.3057,13.1077,100,100,16873
19,294.00,300.00,13.3600,13.2199,100,100,17735
20,294.00,300.16,13.3743,13.2871,100,100,18540
21,294.00,299.71,13.4029,13.3296,100,100,19397
22,294.00,301.03,13.4514,13.3644,100,100,20361
23,294.00,300.03,13.5086,13.4002,100,100,21289
24,294.00,300.08,13.6400,13.5024,100,100,22469
25,294.00,302.11,13.6657,13.5706,100,100,23358
26,294.00,300.31,13.7514,13.5966,100,100,24211
