generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.17,9.0171,8.5435,77,100,689
2,294.00,302.61,9.1057,8.4559,71,100,1208
3,294.00,296.13,9.5743,9.3480,46,100,3294
4,294.00,295.23,9.9371,9.6326,31,100,4469
5,294.00,299.00,10.5514,10.1585,61,100,5459
6,294.00,298.52,10.7371,10.5632,67,100,6384
7,294.00,302.08,11.4457,11.0209,96,100,7415
8,294.00,303.58,11.6886,11.3521,100,100,8572
9,294.00,305.92,11.7857,11.5410,100,100,9629
10,294.00,304.71,11.9886,11.6657,100,100,10806
11,294.00,304.90,12.0829,11.8510,100,100,11910
12,294.00,305.15,12.1771,12.0058,100,100,12974
13,294.00,298.57,12.2886,12.1026,100,100,14109
14,294.00,298.43,12.4457,12.3218,100,100,15299
15,294.00,297.06,12.5143,12.4337,100,100,16936
16,294.00,296.39,12.6457,12.5161,100,100,18274
17,294.00,296.84,12.7600,12.6614,100,100,19413
18,294.00,297.30,12.8086,12.7324,100,100,20647
19,294.00,297.11,12.9743,12.8324,100,100,21870
20,294.00,297.89,13.1114,12.9341,100,100,22970
21,294.00,299.33,13.1457,13.0141,100,100,24105
22,294.00,296.80,13.2143,13.1024,100,100,25296
23,294.00,297.41,13.3143,13.1989,100,100,26411
24,294.00,298.63,13.3657,13.2717,100,100,27513
25,294.00,299.13,13.4057,13.3370,100,100,28632
26,294.00,296.42,13.4800,13.3686,100,100,29753
