generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.89,8.9543,8.5594,84,100,768
2,294.00,301.41,9.0086,8.4964,90,100,1373
3,294.00,300.14,9.8286,9.5648,42,100,2601
4,294.00,303.01,10.6429,10.1896,69,100,3278
5,294.00,304.94,11.2086,10.8946,89,100,3961
6,294.00,299.57,11.4800,11.2228,63,100,4625
7,294.00,302.60,12.1514,11.6990,97,100,5326
8,294.00,302.41,12.3429,11.9940,100,100,6142
9,294.00,303.53,12.4457,12.1988,100,100,6966
10,294.00,298.64,12.5771,12.2932,100,100,7815
11,294.00,299.76,12.8114,12.4690,100,100,8689
12,294.00,300.28,12.9000,12.5672,100,100,9537
13,294.00,299.55,12.9457,12.6482,100,100,10382
14,294.00,300.32,13.0114,12.7815,100,100,11292
15,294.00,302.33,13.1029,12.8659,100,100,12241
16,294.00,302.31,13.1114,12.8908,100,100,13125
17,294.00,302.29,13.1486,12.9493,100,100,14027
18,294.00,302.00,13.1857,13.0080,100,100,14921
19,294.00,299.99,13.2400,13.0374,100,100,15814
20,294.00,302.12,13.2514,13.1257,100,100,16718
21,294.00,302.44,13.2600,13.1816,100,100,17597
22,294.00,296.82,13.3486,13.1898,100,100,18492
23,294.00,297.62,13.4343,13.2625,100,100,19341
24,294.00,297.53,13.4829,13.3129,100,100,20187
25,294.00,299.18,13.4971,13.4000,100,100,21042
26,294.00,297.24,13.5257,13.4129,100,100,21872
