generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,305.03,8.9600,8.5069,79,100,765
2,294.00,307.36,9.0371,8.4788,76,100,1326
3,294.00,302.51,10.3686,9.7751,91,100,2354
4,294.00,305.39,11.1200,10.6240,100,100,3008
5,294.00,305.62,11.4743,11.0892,100,100,3542
6,294.00,304.76,11.6143,11.3223,100,100,4183
7,294.00,305.44,11.7600,11.5433,100,100,4885
8,294.00,301.60,12.0400,11.8081,100,100,5682
9,294.00,299.83,12.3286,12.0733,100,100,6735
10,294.00,301.81,12.6457,12.3978,100,100,7826
11,294.00,299.43,12.7943,12.4729,100,100,8743
12,294.00,298.77,12.8943,12.6083,100,100,10954
13,294.00,300.01,12.9543,12.7504,100,100,11994
14,294.00,300.61,13.0143,12.8200,100,100,12896
15,294.00,299.37,13.0800,12.8429,100,100,13750
16,294.00,298.15,13.1429,12.8739,100,100,14610
17,294.00,299.10,13.2343,12.9923,100,100,15479
18,294.00,299.75,13.3400,13.1052,100,100,16361
19,294.00,299.91,13.3714,13.1890,100,100,17360
20,294.00,300.42,13.4686,13.2610,100,100,18278
21,294.00,299.93,13.5114,13.3258,100,100,19202
22,294.00,299.51,13.5571,13.3589,100,100,20197
23,294.00,299.43,13.6429,13.4293,100,100,21326
24,294.00,298.88,13.7143,13.5202,100,100,22435
25,294.00,300.04,13.7714,13.6034,100,100,23536
26,294.00,298.61,13.7886,13.5903,100,100,24614
