generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,300.52,8.7371,8.5171,85,100,1368
2,294.00,301.93,9.0029,8.4971,83,100,2794
3,294.00,298.84,9.6857,9.3717,38,100,7210
4,294.00,302.87,10.8629,10.2498,93,100,8551
5,294.00,306.40,11.1400,10.8625,100,100,9401
6,294.00,304.13,11.6086,11.2597,100,100,11952
7,294.00,301.22,11.8686,11.5654,100,100,13706
8,294.00,302.50,12.0514,11.8226,100,100,14607
9,294.00,300.43,12.2286,11.9757,100,100,15469
10,294.00,298.53,12.4171,12.1261,100,100,16252
11,294.00,299.41,12.5457,12.3340,100,100,17089
12,294.00,299.84,12.8371,12.5671,100,100,18043
13,294.00,300.99,12.9571,12.7279,100,100,18901
14,294.00,301.26,13.0314,12.8351,100,100,19842
15,294.00,302.62,13.0886,12.9274,100,100,20993
16,294.00,300.11,13.1829,12.9858,100,100,21911
17,294.00,298.54,13.2657,13.1288,100,100,23129
18,294.00,298.86,13.4143,13.2031,100,100,24876
19,294.00,297.93,13.4600,13.2515,100,100,25835
20,294.00,297.84,13.5057,13.3315,100,100,26939
21,294.00,299.30,13.6257,13.4759,100,100,28097
22,294.00,299.45,13.7000,13.5374,100,100,29153
23,294.00,300.36,13.7571,13.6049,100,100,30166
24,294.00,303.08,13.9000,13.6892,100,100,31237
25,294.00,302.87,13.8686,13.6804,100,100,32268
26,294.00,302.04,13.8657,13.7237,100,100,33373
