generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,300.87,8.7800,8.5281,77,100,584
2,294.00,301.44,9.3200,8.4874,70,100,1032
3,294.00,301.64,9.8000,9.2792,87,100,2714
4,294.00,307.49,10.2686,9.7610,97,100,3938
5,294.00,303.12,10.4771,10.1194,78,100,4971
6,294.00,297.24,10.7829,10.5814,50,100,6169
7,294.00,296.99,11.2857,10.8932,72,100,7402
8,294.00,298.51,11.6000,11.3261,100,100,8559
9,294.00,298.91,11.7343,11.5198,100,100,9683
10,294.00,303.24,12.0429,11.7477,100,100,10900
11,294.00,301.78,12.1800,11.8674,100,100,12623
12,294.00,300.81,12.4086,11.9979,100,100,14144
13,294.00,301.49,12.5886,12.2839,100,100,15844
14,294.00,301.54,12.7229,12.4310,100,100,17172
15,294.00,300.00,12.7829,12.4962,100,100,18456
16,294.00,298.01,12.8371,12.5581,100,100,19779
17,294.00,297.95,12.8514,12.6574,100,100,21122
18,294.00,297.68,12.9629,12.7585,100,100,22538
19,294.00,298.51,13.1857,12.9809,100,100,23909
20,294.00,295.76,13.2600,13.0361,100,100,25252
21,294.00,296.35,13.2943,13.1615,100,100,26595
22,294.00,296.59,13.3629,13.2359,100,100,28101
23,294.00,297.08,13.4429,13.2736,100,100,29412
24,294.00,296.31,13.4857,13.3839,100,100,30705
25,294.00,295.86,13.5343,13.4010,100,100,31958
26,294.00,296.73,13.5457,13.4700,100,100,33233
