generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.16,9.0686,8.5352,82,100,576
2,294.00,304.29,8.9971,8.4636,84,100,1012
3,294.00,302.98,9.5829,9.2898,91,100,3535
4,294.00,299.19,10.0514,9.6159,88,100,6546
5,294.00,300.45,10.3629,9.9511,100,100,8792
6,294.00,301.16,10.5686,10.1705,100,100,10939
7,294.00,299.94,10.6114,10.2879,100,100,13096
8,294.00,300.87,10.7029,10.4538,100,100,15293
9,294.00,298.54,10.7200,10.4589,100,100,17482
10,294.00,297.91,10.8171,10.5850,100,100,19615
11,294.00,294.85,10.9943,10.7369,100,100,21655
12,294.00,294.91,11.0514,10.9132,100,100,23784
13,294.00,294.52,11.2543,11.0274,100,100,25790
14,294.00,294.90,11.2857,11.1675,100,100,27880
15,294.00,294.94,11.3143,11.2251,100,100,30134
16,294.00,294.93,11.3143,11.2729,100,100,32868
17,294.00,294.67,11.3571,11.2533,100,100,35908
18,294.00,294.56,11.3686,11.2675,100,100,38981
19,294.00,294.86,11.3971,11.3172,100,100,41368
20,294.00,294.79,11.4114,11.3518,100,100,43468
21,294.00,294.72,11.4514,11.3611,100,100,45537
22,294.00,294.56,11.4914,11.3984,100,100,47546
23,294.00,294.80,11.5371,11.4721,100,100,49546
24,294.00,294.98,11.5400,11.5215,100,100,51550
25,294.00,294.88,11.5600,11.5260,100,100,53575
26,294.00,294.62,11.5800,11.5181,100,100,55582
