generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.18,8.8457,8.5096,73,100,554
2,294.00,302.86,9.3114,8.4568,74,100,945
3,294.00,296.27,9.7371,9.5627,52,100,2007
4,294.00,298.00,10.4743,10.1878,45,100,2559
5,294.00,300.24,11.2029,10.5424,62,100,3090
6,294.00,301.87,11.3029,10.9613,60,100,3641
7,294.00,298.44,11.3914,11.0560,45,100,4294
8,294.00,298.67,11.7257,11.4553,48,100,5481
9,294.00,297.76,12.2657,11.5540,67,100,6209
10,294.00,297.36,12.2543,11.8287,39,100,7038
11,294.00,299.26,12.3914,12.0640,47,100,7904
12,294.00,300.18,12.6486,12.2394,67,100,8758
13,294.00,300.53,12.7457,12.3876,75,100,9662
14,294.00,300.60,12.8800,12.5438,88,100,10616
15,294.00,299.22,12.9143,12.6456,60,100,11698
16,294.00,297.41,13.0000,12.7598,49,100,12976
17,294.00,296.41,13.0571,12.9204,54,100,14188
18,294.00,296.41,13.1343,13.0194,59,100,15413
19,294.00,296.85,13.3800,13.1529,65,100,16629
20,294.00,298.02,13.4543,13.2526,97,100,17788
21,294.00,298.12,13.5400,13.3358,100,100,18920
22,294.00,296.17,13.5743,13.3925,100,100,20115
23,294.00,296.81,13.6314,13.5051,100,100,21407
24,294.00,297.49,13.6629,13.5736,100,100,22615
25,294.00,297.53,13.7143,13.6276,100,100,23812
26,294.00,297.33,13.7343,13.6498,100,100,25025
