generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.18,8.9543,8.5358,77,100,1044
2,294.00,302.23,8.7743,8.4592,78,100,1611
3,294.00,295.83,9.8286,9.4696,41,100,2697
4,294.00,308.67,10.9286,10.3720,76,100,3291
5,294.00,306.02,11.3714,10.8651,95,100,3778
6,294.00,304.25,11.8086,11.2155,100,100,4192
7,294.00,304.49,11.9600,11.5571,100,100,4698
8,294.00,303.02,12.5200,11.7996,100,100,5145
9,294.00,306.92,12.6514,12.1919,100,100,5555
10,294.00,306.37,12.8743,12.2949,100,100,5957
11,294.00,304.62,12.8971,12.3545,100,100,6365
12,294.00,305.00,13.0057,12.4739,100,100,6780
13,294.00,305.76,13.0314,12.6184,100,100,7218
14,294.00,307.63,13.1514,12.7416,100,100,7680
15,294.00,305.22,13.1857,12.7257,100,100,8880
16,294.00,305.23,13.2286,12.8195,100,100,9816
17,294.00,304.33,13.4657,12.9090,100,100,10354
18,294.00,306.52,13.4629,13.1088,100,100,10810
19,294.00,307.65,13.5000,13.2109,100,100,11261
20,294.00,303.96,13.5686,13.1453,100,100,11721
21,294.00,304.43,13.5371,13.2235,100,100,12188
22,294.00,305.76,13.5800,13.3125,100,100,12690
23,294.00,305.04,13.6314,13.2963,100,100,13213
24,294.00,303.99,13.7029,13.3223,100,100,13792
25,294.00,303.19,13.7029,13.3299,100,100,14391
26,294.00,304.58,13.7229,13.3998,100,100,15103
