generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,299.77,8.9943,8.5410,87,100,660
2,294.00,298.16,8.9657,8.4536,79,100,1092
3,294.00,295.93,9.6400,9.1798,85,100,2930
4,294.00,296.39,9.9971,9.6994,76,100,4662
5,294.00,299.71,10.5371,10.1076,72,100,6397
6,294.00,299.46,10.7914,10.5114,76,100,8071
7,294.00,301.10,11.2200,10.8646,100,100,10010
8,294.00,304.08,11.4600,11.0811,100,100,11794
9,294.00,302.11,11.4857,11.1906,100,100,13964
10,294.00,298.06,11.5943,11.3390,100,100,15846
11,294.00,298.87,11.8086,11.5414,100,100,18150
12,294.00,299.05,11.9486,11.6432,100,100,20275
13,294.00,298.89,12.0743,11.7065,100,100,22276
14,294.00,299.65,12.1029,11.8155,100,100,24076
15,294.00,299.58,12.3914,11.9527,100,100,26581
16,294.00,299.92,12.4943,12.1334,100,100,28433
17,294.00,300.50,12.4829,12.2447,100,100,30177
18,294.00,300.70,12.5486,12.3718,100,100,31887
19,294.00,300.11,12.6114,12.4204,100,100,33541
20,294.00,298.78,12.6229,12.4890,100,100,35251
21,294.00,299.20,12.6829,12.5160,100,100,36951
22,294.00,299.05,12.6657,12.5355,100,100,38671
23,294.00,298.22,12.7371,12.5668,100,100,41171
24,294.00,298.01,12.7943,12.5999,100,100,43702
25,294.00,298.71,12.8143,12.6401,100,100,45630
26,294.00,298.68,12.8257,12.6603,100,100,47473
