generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,300.86,9.1257,8.5319,73,100,1158
2,294.00,302.06,8.8829,8.4900,80,100,1820
3,294.00,297.48,10.0886,9.6739,33,100,3253
4,294.00,298.91,10.7029,10.3085,78,100,3815
5,294.00,304.16,11.2486,10.9279,99,100,4513
6,294.00,299.91,11.4571,11.1109,100,100,5368
7,294.00,300.65,11.8257,11.3880,100,100,6423
8,294.00,302.19,11.9086,11.6332,100,100,7891
9,294.00,300.70,12.3857,11.9024,100,100,8969
10,294.00,301.60,12.4857,12.1151,100,100,10080
11,294.00,304.12,12.6257,12.4317,100,100,12168
12,294.00,302.11,12.7971,12.5544,100,100,13814
13,294.00,301.08,12.9286,12.6871,100,100,14919
14,294.00,298.00,13.0086,12.7905,100,100,15905
15,294.00,297.99,13.1057,12.8635,100,100,17054
16,294.00,297.88,13.1657,12.9399,100,100,18339
17,294.00,299.35,13.2571,13.0614,100,100,19465
18,294.00,298.57,13.3343,13.1008,100,100,20689
19,294.00,297.22,13.4657,13.1555,100,100,21656
20,294.00,299.79,13.4800,13.3519,100,100,22576
21,294.00,300.08,13.5486,13.3790,100,100,23457
22,294.00,301.24,13.6257,13.4539,100,100,24908
23,294.00,300.92,13.6600,13.4674,100,100,26861
24,294.00,300.81,13.6600,13.5146,100,100,28344
25,294.00,300.75,13.7057,13.5199,100,100,29756
26,294.00,299.80,13.7371,13.5315,100,100,31007
