generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.31,9.1486,8.5190,84,100,627
2,294.00,304.36,9.0486,8.5199,84,100,1150
3,294.00,296.02,10.0171,9.5379,47,100,3797
4,294.00,296.16,10.6914,10.4880,100,100,5324
5,294.00,297.07,11.0257,10.8372,100,100,6162
6,294.00,296.61,11.2857,11.0529,100,100,6964
7,294.00,297.66,11.5543,11.3284,100,100,7732
8,294.00,299.87,11.9486,11.6989,100,100,8554
9,294.00,298.27,12.2286,11.9704,100,100,9418
10,294.00,297.23,12.3886,12.1769,100,100,10311
11,294.00,297.33,12.5371,12.3836,100,100,11233
12,294.00,296.99,12.6371,12.4749,100,100,12249
13,294.00,296.79,12.8429,12.6601,100,100,13289
14,294.00,297.53,12.8543,12.7615,100,100,14258
15,294.00,298.04,13.0343,12.8605,100,100,15292
16,294.00,298.93,13.0514,12.9042,100,100,16318
17,294.00,297.93,13.0971,12.9289,100,100,17379
18,294.00,298.36,13.1000,12.9964,100,100,18505
19,294.00,297.33,13.1543,13.0162,100,100,19682
20,294.00,296.96,13.1571,13.0266,100,100,20889
21,294.00,296.70,13.2514,13.0996,100,100,22104
22,294.00,298.06,13.3257,13.1762,100,100,23300
23,294.00,296.51,13.4029,13.2234,100,100,24402
24,294.00,296.49,13.4743,13.2919,100,100,25591
25,294.00,297.23,13.6343,13.3971,100,100,26778
26,294.00,297.43,13.6571,13.4646,100,100,27897
