generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.88,9.2657,8.5549,77,100,898
2,294.00,303.83,9.1171,8.4869,80,100,1633
3,294.00,306.28,10.1000,9.6453,65,100,3872
4,294.00,303.00,10.7686,10.2280,79,100,4474
5,294.00,305.70,10.9829,10.6069,100,100,5248
6,294.00,307.22,11.0657,10.8984,100,100,6037
7,294.00,300.14,11.2143,10.9834,100,100,6778
8,294.00,297.14,11.4543,11.1759,100,100,7435
9,294.00,296.53,11.6543,11.3897,100,100,8159
10,294.00,298.01,12.0086,11.6908,100,100,8745
11,294.00,298.64,12.1771,11.8553,100,100,9326
12,294.00,299.74,12.2743,11.9720,100,100,9968
13,294.00,300.24,12.3286,12.0082,100,100,10676
14,294.00,299.56,12.3771,12.0770,100,100,11314
15,294.00,298.34,12.5800,12.1350,100,100,11970
16,294.00,299.27,12.6457,12.3359,100,100,12653
17,294.00,299.73,12.7257,12.3891,100,100,13301
18,294.00,301.18,12.7943,12.5084,100,100,13979
19,294.00,299.97,12.8171,12.5116,100,100,14704
20,294.00,299.58,12.8029,12.5313,100,100,15440
21,294.00,300.06,12.8457,12.6240,100,100,16154
22,294.00,299.89,12.9657,12.7507,100,100,16857
23,294.00,298.68,13.0114,12.7584,100,100,17584
24,294.00,298.61,13.0286,12.7971,100,100,18615
25,294.00,299.31,13.0457,12.8849,100,100,19418
26,294.00,298.87,13.0714,12.8866,100,100,20209
