generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,304.04,9.1400,8.5109,83,100,1308
2,294.00,306.53,9.0429,8.5060,87,100,2168
3,294.00,296.80,9.8657,9.5503,40,100,3975
4,294.00,302.40,10.8171,10.2684,75,100,4968
5,294.00,305.12,11.0943,10.7848,91,100,5884
6,294.00,302.04,11.4400,10.9328,100,100,6879
7,294.00,300.60,11.5714,11.1115,100,100,8173
8,294.00,301.14,11.7571,11.4071,100,100,9371
9,294.00,300.41,11.9114,11.6330,100,100,10755
10,294.00,302.36,12.0600,11.7757,100,100,11981
11,294.00,302.43,12.2086,11.9257,100,100,13195
12,294.00,304.26,12.4857,12.0682,100,100,14409
13,294.00,305.20,12.6029,12.4062,100,100,15693
14,294.00,301.69,12.7943,12.4984,100,100,16992
15,294.00,302.88,12.9286,12.6831,100,100,18265
16,294.00,299.27,13.0143,12.7520,100,100,19519
17,294.00,296.96,13.1171,12.8842,100,100,20769
18,294.00,298.34,13.2543,13.0174,100,100,21931
19,294.00,297.36,13.3857,13.0776,100,100,23057
20,294.00,298.55,13.4914,13.2870,100,100,24141
21,294.00,297.99,13.4543,13.3263,100,100,25232
22,294.00,297.07,13.5429,13.3951,100,100,26339
23,294.00,296.53,13.6714,13.4413,100,100,27446
24,294.00,297.79,13.7543,13.6268,100,100,28596
25,294.00,297.94,13.7629,13.6819,100,100,29736
26,294.00,297.88,13.8314,13.7157,100,100,30909
