generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,300.87,9.0886,8.5281,84,100,977
2,294.00,302.36,8.9943,8.4447,84,100,1560
3,294.00,301.81,10.0857,9.4713,62,100,3101
4,294.00,303.56,10.8657,10.3263,100,100,3626
5,294.00,305.74,11.2029,10.7965,100,100,4058
6,294.00,307.25,11.4571,11.1257,100,100,4524
7,294.00,302.16,11.6971,11.3023,100,100,5115
8,294.00,302.07,11.8000,11.5783,100,100,5662
9,294.00,301.31,12.0000,11.8131,100,100,6309
10,294.00,299.15,12.2886,12.0304,100,100,7246
11,294.00,296.90,12.4514,12.1848,100,100,8501
12,294.00,297.33,12.5314,12.2652,100,100,9785
13,294.00,297.26,12.6400,12.4123,100,100,10977
14,294.00,297.55,12.7314,12.5272,100,100,12212
15,294.00,298.61,12.7771,12.6464,100,100,13529
16,294.00,298.03,12.9171,12.7145,100,100,14741
17,294.00,297.90,13.0514,12.9023,100,100,15989
18,294.00,296.07,13.2543,13.0777,100,100,17763
19,294.00,297.10,13.3543,13.2383,100,100,20025
20,294.00,296.02,13.4343,13.2963,100,100,21948
21,294.00,296.81,13.4800,13.3986,100,100,23587
22,294.00,296.92,13.5743,13.4655,100,100,25755
23,294.00,296.42,13.6486,13.5482,100,100,28792
24,294.00,296.11,13.6629,13.5956,100,100,34756
25,294.00,296.19,13.7286,13.6391,100,100,37418
26,294.00,295.60,13.7629,13.6423,100,100,39037
