generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.19,8.8886,8.5414,86,100,766
2,294.00,301.75,8.9600,8.4847,87,100,1498
3,294.00,300.02,9.8914,9.3968,46,100,4233
4,294.00,295.43,10.0486,9.8371,21,100,5430
5,294.00,294.76,10.8714,10.6558,17,100,6563
6,294.00,296.06,11.1829,11.0098,35,100,7971
7,294.00,297.88,11.5943,11.3247,52,100,9040
8,294.00,299.69,12.2000,11.6374,70,100,11390
9,294.00,301.63,12.3886,11.9330,100,100,13287
10,294.00,303.47,12.4714,12.1896,100,100,14271
11,294.00,303.91,12.7314,12.3871,100,100,15531
12,294.00,305.48,12.8143,12.5387,100,100,17347
13,294.00,305.21,12.8200,12.6234,98,100,19084
14,294.00,307.55,12.8886,12.7577,100,100,20933
15,294.00,306.07,13.0400,12.8420,100,100,22735
16,294.00,300.42,13.1829,12.9253,100,100,24453
17,294.00,302.26,13.2514,13.0537,100,100,26682
18,294.00,300.15,13.3057,13.1330,100,100,28682
19,294.00,298.95,13.3857,13.2245,100,100,30028
20,294.00,297.79,13.5286,13.3203,100,100,31304
21,294.00,297.66,13.6114,13.4317,100,100,32796
22,294.00,298.44,13.6486,13.5007,100,100,34350
23,294.00,297.94,13.7057,13.5583,100,100,35588
24,294.00,298.82,13.7486,13.6436,100,100,36716
25,294.00,297.95,13.7857,13.6458,100,100,38034
26,294.00,297.56,13.8571,13.6998,100,100,40075
