generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.84,8.8971,8.5125,77,100,547
2,294.00,305.87,9.1429,8.4387,79,100,1045
3,294.00,299.05,10.0000,9.4659,97,100,2449
4,294.00,298.09,10.3886,10.1235,100,100,3591
5,294.00,300.79,10.8829,10.5789,100,100,4964
6,294.00,296.37,11.2629,11.0018,100,100,5663
7,294.00,297.39,11.6200,11.3426,100,100,6734
8,294.00,298.49,11.7886,11.6414,100,100,8348
9,294.00,296.47,11.9886,11.8094,100,100,9314
10,294.00,296.32,12.2371,12.0414,100,100,10362
11,294.00,298.17,12.3800,12.2254,100,100,11529
12,294.00,299.18,12.4457,12.3511,100,100,12694
13,294.00,298.99,12.5457,12.4244,100,100,13745
14,294.00,299.72,12.6229,12.5160,100,100,14616
15,294.00,299.08,12.6857,12.5607,100,100,15454
16,294.00,298.72,12.7971,12.6321,100,100,16475
17,294.00,297.81,12.8686,12.7347,100,100,17308
18,294.00,297.79,12.9771,12.8414,100,100,18200
19,294.00,298.73,13.0800,12.9934,100,100,18975
20,294.00,297.55,13.1714,13.0709,100,100,20263
21,294.00,296.00,13.2771,13.2069,100,100,21122
22,294.00,297.26,13.3800,13.2871,100,100,22029
23,294.00,298.25,13.4286,13.3251,100,100,23036
24,294.00,299.57,13.4514,13.3694,100,100,23896
25,294.00,299.73,13.4400,13.3761,100,100,24754
26,294.00,299.26,13.4857,13.3757,100,100,25609
