generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,303.00,9.1057,8.5428,87,100,608
2,294.00,303.51,9.0314,8.4782,83,100,1008
3,294.00,302.90,9.8714,9.3818,63,100,2678
4,294.00,309.84,10.3971,9.9350,74,100,3483
5,294.00,301.51,10.8600,10.4578,76,100,4090
6,294.00,304.13,11.2486,10.9952,100,100,4588
7,294.00,299.43,11.7000,11.4166,100,100,5070
8,294.00,299.22,12.0086,11.7163,100,100,5643
9,294.00,298.53,12.1371,11.8376,100,100,6374
10,294.00,300.00,12.3571,12.0440,100,100,6803
11,294.00,300.30,12.4886,12.2279,100,100,7346
12,294.00,301.74,12.5229,12.3171,100,100,7807
13,294.00,301.16,12.6457,12.3478,100,100,8330
14,294.00,299.60,12.7514,12.4773,100,100,8814
15,294.00,299.10,12.8686,12.5949,100,100,9297
16,294.00,299.84,12.8943,12.7085,100,100,9729
17,294.00,298.81,12.9457,12.7917,100,100,10131
18,294.00,298.79,13.0543,12.9002,100,100,10513
19,294.00,297.26,13.1257,12.9109,100,100,10876
20,294.00,298.28,13.1486,12.9582,100,100,11240
21,294.00,297.65,13.2286,13.0481,100,100,11619
22,294.00,297.95,13.2971,13.0716,100,100,12004
23,294.00,299.96,13.3086,13.1664,100,100,12399
24,294.00,298.75,13.3629,13.2303,100,100,12806
25,294.00,299.84,13.4257,13.2798,100,100,13225
26,294.00,298.58,13.4743,13.3143,100,100,13619
