generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,300.23,8.9229,8.5321,80,100,581
2,294.00,299.61,8.8657,8.4580,79,100,1029
3,294.00,299.31,10.0543,9.8228,54,100,2145
4,294.00,303.32,10.7800,10.4692,79,100,2904
5,294.00,305.69,11.3857,10.8802,89,100,3378
6,294.00,303.19,11.6943,11.2856,94,100,3767
7,294.00,301.96,11.9657,11.5226,100,100,4180
8,294.00,305.63,12.1429,11.8417,100,100,4605
9,294.00,302.62,12.4286,11.9503,100,100,5053
10,294.00,302.33,12.5571,12.0538,100,100,5579
11,294.00,306.37,12.6714,12.3063,100,100,6162
12,294.00,305.57,12.7514,12.2963,100,100,6738
13,294.00,305.36,12.8371,12.3887,100,100,7379
14,294.00,305.02,12.8629,12.4027,100,100,8074
15,294.00,307.65,12.9829,12.5555,100,100,8797
16,294.00,305.72,12.9829,12.5400,100,100,9578
17,294.00,302.55,13.0057,12.5414,100,100,10412
18,294.00,301.22,13.0971,12.6504,100,100,11597
19,294.00,303.36,13.1886,12.8394,100,100,12917
20,294.00,302.26,13.1943,12.8394,100,100,13805
21,294.00,303.33,13.2257,12.9127,100,100,14845
22,294.00,302.15,13.2314,12.9301,100,100,15824
23,294.00,304.24,13.3429,13.1052,100,100,16723
24,294.00,303.66,13.3143,13.0741,100,100,17629
25,294.00,298.25,13.3943,13.1287,100,100,18904
26,294.00,297.90,13.5229,13.1802,100,100,19942
