generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,303.34,8.9200,8.5031,79,100,618
2,294.00,306.11,8.9114,8.4602,85,100,1051
3,294.00,301.37,10.0600,9.6937,92,100,2037
4,294.00,302.88,10.7743,10.4224,100,100,2507
5,294.00,300.02,10.9857,10.6175,100,100,3336
6,294.00,301.65,11.4114,11.0142,100,100,4140
7,294.00,301.24,11.6914,11.2844,100,100,4951
8,294.00,301.20,11.7686,11.4893,100,100,6701
9,294.00,301.35,12.0371,11.6927,100,100,7775
10,294.00,300.76,12.2657,11.8441,100,100,8510
11,294.00,300.84,12.4914,12.0138,100,100,9199
12,294.00,301.29,12.6000,12.1715,100,100,9817
13,294.00,303.18,12.7314,12.3411,100,100,10367
14,294.00,303.34,12.7971,12.3931,100,100,10989
15,294.00,304.89,12.8543,12.5275,100,100,11777
16,294.00,302.72,12.8657,12.5135,100,100,12334
17,294.00,303.04,12.9886,12.5710,100,100,13175
18,294.00,302.43,13.0171,12.5913,100,100,13877
19,294.00,303.65,13.0829,12.6724,100,100,14545
20,294.00,304.12,13.1514,12.7268,100,100,15362
21,294.00,306.22,13.1914,12.8071,100,100,16288
22,294.00,306.19,13.1914,12.8881,100,100,17145
23,294.00,305.39,13.2286,12.9749,100,100,17841
24,294.00,302.91,13.2800,13.0000,100,100,18635
25,294.00,303.46,13.3257,13.1241,100,100,19421
26,294.00,304.01,13.4200,13.2105,100,100,20144
