generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.95,8.9429,8.5248,86,100,633
2,294.00,302.91,8.9143,8.4492,87,100,1201
3,294.00,297.19,9.7971,9.4030,68,100,3147
4,294.00,300.41,10.2743,9.8961,73,100,4989
5,294.00,297.79,10.6686,10.4737,53,100,6584
6,294.00,295.97,11.1029,10.7780,33,100,8044
7,294.00,295.09,11.2600,11.0013,35,100,9349
8,294.00,294.66,11.6771,11.4362,32,100,10611
9,294.00,298.08,12.2114,11.9911,79,100,12264
10,294.00,300.25,12.4229,12.2419,100,100,14339
11,294.00,298.39,12.5857,12.4071,100,100,16023
12,294.00,298.25,12.7600,12.5751,100,100,17361
13,294.00,302.49,12.8543,12.7452,100,100,18596
14,294.00,301.71,12.9229,12.7990,100,100,19806
15,294.00,300.88,12.9886,12.8723,100,100,20923
16,294.00,296.09,13.1143,13.0029,100,100,22010
17,294.00,297.42,13.1829,13.0823,100,100,23262
18,294.00,296.76,13.2714,13.1529,100,100,24669
19,294.00,297.04,13.3457,13.2378,100,100,26004
20,294.00,296.68,13.5029,13.3669,100,100,27186
21,294.00,298.33,13.5486,13.4663,100,100,28364
22,294.00,297.85,13.5886,13.4651,100,100,29612
23,294.00,297.82,13.6857,13.4965,100,100,30759
24,294.00,298.35,13.7371,13.6019,100,100,31894
25,294.00,298.31,13.7486,13.6029,100,100,33089
26,294.00,298.20,13.7714,13.6391,100,100,34250
