generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.22,9.1086,8.5469,74,100,567
2,294.00,302.00,9.2429,8.4894,83,100,1221
3,294.00,299.91,10.0686,9.7180,77,100,2973
4,294.00,300.15,10.6943,10.3375,100,100,4367
5,294.00,301.53,11.3143,10.7480,100,100,6997
6,294.00,308.39,11.4829,11.2435,100,100,8217
7,294.00,301.52,11.7200,11.3381,100,100,9402
8,294.00,304.39,11.7314,11.5576,100,100,10939
9,294.00,299.90,11.8200,11.6382,100,100,12436
10,294.00,299.40,12.0086,11.8125,100,100,13490
11,294.00,297.59,12.1086,11.9115,100,100,14635
12,294.00,298.49,12.1943,12.0340,100,100,15674
13,294.00,297.27,12.3457,12.1168,100,100,16614
14,294.00,297.22,12.4714,12.2729,100,100,17601
15,294.00,296.76,12.6229,12.4571,100,100,18962
16,294.00,297.70,12.7229,12.6338,100,100,20172
17,294.00,298.42,12.8143,12.7045,100,100,21480
18,294.00,296.88,12.9057,12.7719,100,100,22783
19,294.00,297.29,13.0229,12.9103,100,100,23969
20,294.00,296.53,13.0886,12.9487,100,100,25368
21,294.00,296.59,13.2000,13.0013,100,100,26542
22,294.00,297.62,13.2686,13.0764,100,100,27849
23,294.00,297.49,13.3400,13.1207,100,100,29269
24,294.00,297.65,13.4257,13.2465,100,100,30657
25,294.00,297.34,13.4629,13.3309,100,100,31902
26,294.00,297.13,13.5229,13.3567,100,100,33096
