generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.78,8.7029,8.5003,81,100,1979
2,294.00,304.88,8.8857,8.4716,81,100,2805
3,294.00,295.92,9.6857,9.3668,39,100,5131
4,294.00,307.77,10.8086,10.2919,47,100,5764
5,294.00,307.77,11.2057,10.8049,73,100,6293
6,294.00,303.62,11.6857,11.1716,53,100,6804
7,294.00,301.47,11.8171,11.3767,49,100,7597
8,294.00,304.10,12.0257,11.5681,78,100,8433
9,294.00,303.48,12.3229,11.7976,69,100,9426
10,294.00,306.77,12.3314,11.9763,65,100,10589
11,294.00,297.50,12.4314,11.8961,42,100,11702
12,294.00,296.08,12.5629,11.9170,37,100,12953
13,294.00,299.76,12.8657,12.2895,42,100,14279
14,294.00,300.83,12.8114,12.5227,59,100,15588
15,294.00,303.30,13.0800,12.6880,98,100,16927
16,294.00,304.17,13.0829,12.7962,100,100,18278
17,294.00,304.12,13.1771,12.9518,100,100,19582
18,294.00,301.06,13.2943,13.0702,100,100,21162
19,294.00,298.25,13.4029,13.1356,100,100,22653
20,294.00,298.29,13.4657,13.2897,100,100,24152
21,294.00,299.54,13.5343,13.4157,100,100,25365
22,294.00,298.32,13.5886,13.4521,100,100,26807
23,294.00,296.38,13.6514,13.4736,100,100,28359
24,294.00,297.33,13.6371,13.5348,100,100,29889
25,294.00,297.05,13.6686,13.5687,100,100,31954
26,294.00,296.96,13.7686,13.5984,100,100,33903
