generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,300.87,8.7800,8.5281,77,100,222
2,294.00,304.35,8.9429,8.3678,60,100,384
3,296.00,339.41,9.8514,9.1684,87,100,1233
4,303.00,346.37,10.4143,9.5451,87,100,2228
5,310.00,363.55,10.6486,9.8974,96,100,3165
6,319.00,379.58,10.5943,10.0061,96,100,4084
7,321.00,380.13,10.6486,9.9814,99,100,5202
8,332.00,366.99,10.9743,10.1178,92,100,6477
9,342.00,359.15,11.0914,10.1316,100,100,7762
10,347.00,364.80,10.8343,9.9851,100,100,9081
11,355.00,384.51,11.0171,10.3834,100,100,10449
12,361.00,396.20,10.9343,10.5293,100,100,11835
13,365.00,396.17,11.1257,10.6336,100,100,13206
14,367.00,396.09,11.4229,10.5120,98,100,14580
15,369.00,395.90,11.2171,10.7368,100,100,15972
16,369.00,395.49,11.2514,10.6527,100,100,17380
17,368.00,403.00,11.4143,10.8834,100,100,18803
18,373.00,391.46,11.4743,10.7066,100,100,20218
19,375.00,400.73,11.5429,10.7917,100,100,21682
20,378.00,405.29,11.5971,10.8769,100,100,23068
21,377.00,410.65,11.5371,10.8628,93,100,24464
22,381.00,410.23,11.6657,10.8086,100,100,25820
23,384.00,415.02,11.6800,10.9897,100,100,27153
24,388.00,415.29,11.7486,10.9532,99,100,28502
25,390.00,420.08,11.7571,11.0450,98,100,29834
26,396.00,415.67,11.6486,10.9937,100,100,31171
