generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,304.04,9.1400,8.5109,83,100,268
2,296.00,310.56,8.9914,8.4573,85,100,501
3,299.00,322.72,9.7257,9.2304,61,100,1612
4,307.00,325.05,10.4686,9.5388,43,100,2209
5,321.00,348.13,10.8943,9.9375,84,100,2866
6,328.00,351.90,10.9429,10.0945,78,100,3615
7,337.00,359.13,10.9086,10.3535,100,100,4383
8,348.00,370.35,10.9971,10.3145,100,100,5186
9,353.00,374.49,10.9514,10.1707,100,100,6015
10,353.00,388.21,10.8714,10.3247,99,100,6897
11,360.00,390.00,10.9400,10.4294,97,100,7792
12,364.00,380.77,11.0486,10.3169,95,100,8744
13,367.00,382.40,11.2200,10.5380,95,100,9709
14,370.00,393.14,11.3400,10.7773,98,100,10658
15,372.00,401.09,11.4229,10.7272,96,100,11593
16,374.00,394.35,11.3343,10.7406,93,100,12530
17,374.00,399.90,11.3171,10.6431,94,100,13474
18,379.00,406.79,11.4943,10.9482,85,100,14397
19,377.00,407.54,11.6429,10.9053,84,100,15320
20,379.00,407.08,11.5629,10.9108,88,100,16273
21,385.00,415.33,11.6543,10.9750,91,100,17192
22,384.00,414.22,11.4486,11.0217,93,100,18153
23,385.00,412.46,11.4771,10.9562,87,100,19100
24,392.00,409.02,11.7057,11.0451,100,100,20017
25,387.00,408.98,11.7371,11.2204,100,100,20945
26,388.00,412.11,11.7914,11.1973,100,100,21831
