INSTANCIA,TAM,POB,CRU,MUT,HV,PARETO_FILE
promedio_2024,286,100,0.60,0.010,0.303977,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.309919,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.306058,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.318686,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.315491,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.304119,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.313024,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.315956,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.291357,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.304459,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.298724,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.292462,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.295049,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.313743,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.304079,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.291791,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.316467,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.310632,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.297326,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.304930,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.309697,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.310010,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.310252,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.285147,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.300096,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.308359,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.307637,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.301502,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.300227,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.60,0.010,0.278615,output/promedio_2024_pareto_front.csv
