generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,282.00,290.65,11.189985,9.1111,8.4491,282.000000,290.651685,11.189985,-9.111111,-8.449091,0.306728,89,100,722
2,282.00,291.00,11.492026,9.0648,8.4590,282.000000,291.000000,11.492026,-9.064815,-8.459019,0.314001,90,100,1335
3,282.00,294.33,12.681557,9.7469,9.3355,282.000000,294.325301,12.681557,-9.746914,-9.335527,0.236346,83,100,2891
4,282.00,294.31,12.398141,10.3858,9.8412,282.000000,294.310000,12.398141,-10.385802,-9.841173,0.314726,100,100,4085
5,282.00,292.05,10.380149,10.9198,10.3940,282.000000,292.050000,10.380149,-10.919753,-10.393951,0.286513,100,100,5336
6,282.00,288.67,5.136253,11.4167,10.7898,282.000000,288.670000,5.136253,-11.416667,-10.789753,0.333955,100,100,6294
7,282.00,290.28,5.810473,11.7716,11.2197,282.000000,290.280000,5.810473,-11.771605,-11.219660,0.314522,100,100,7214
8,282.00,293.73,9.024251,11.8673,11.4783,282.000000,293.730000,9.024251,-11.867284,-11.478272,0.378899,100,100,8158
9,282.00,291.19,7.433297,12.1944,11.6487,282.000000,291.190000,7.433297,-12.194444,-11.648735,0.309449,100,100,9230
10,282.00,290.76,7.800154,12.3642,11.8646,282.000000,290.760000,7.800154,-12.364198,-11.864630,0.406828,100,100,10298
11,282.00,289.80,6.182233,12.4537,12.0872,282.000000,289.800000,6.182233,-12.453704,-12.087222,0.334531,100,100,11377
12,282.00,288.53,6.315782,12.6204,12.2643,282.000000,288.530000,6.315782,-12.620370,-12.264259,0.228494,100,100,12469
13,282.00,286.90,4.339355,12.6605,12.3364,282.000000,286.900000,4.339355,-12.660494,-12.336389,0.227702,100,100,13527
14,282.00,288.11,4.307888,12.8580,12.5490,282.000000,288.110000,4.307888,-12.858025,-12.548951,0.223566,100,100,14621
15,282.00,289.67,5.904329,12.9691,12.7114,282.000000,289.670000,5.904329,-12.969136,-12.711358,0.228070,100,100,15674
16,282.00,286.73,4.022077,13.0463,12.7719,282.000000,286.730000,4.022077,-13.046296,-12.771914,0.214743,100,100,16719
17,282.00,287.79,4.530552,13.1327,12.8841,282.000000,287.790000,4.530552,-13.132716,-12.884136,0.231328,100,100,17810
18,282.00,290.06,4.921016,13.1605,13.0265,282.000000,290.060000,4.921016,-13.160494,-13.026481,0.155191,100,100,18926
19,282.00,289.10,4.988988,13.2377,13.0527,282.000000,289.100000,4.988988,-13.237654,-13.052716,0.125967,100,100,20074
20,282.00,289.54,5.616796,13.2407,13.0881,282.000000,289.540000,5.616796,-13.240741,-13.088148,0.119853,100,100,21255
21,282.00,288.58,5.971901,13.2562,13.0616,282.000000,288.580000,5.971901,-13.256173,-13.061636,0.151772,100,100,22449
22,282.00,290.38,6.249448,13.2654,13.0915,282.000000,290.380000,6.249448,-13.265432,-13.091481,0.145354,100,100,23650
23,282.00,287.03,3.238688,13.3025,13.1219,282.000000,287.030000,3.238688,-13.302469,-13.121914,0.156299,100,100,24887
24,282.00,287.24,4.299116,13.3457,13.1531,282.000000,287.240000,4.299116,-13.345679,-13.153148,0.158128,100,100,26142
25,282.00,287.37,4.097939,13.4105,13.1794,282.000000,287.370000,4.097939,-13.410494,-13.179352,0.193647,100,100,27447
26,282.00,287.56,3.782380,13.4753,13.2284,282.000000,287.560000,3.782380,-13.475309,-13.228364,0.175022,100,100,28727
