generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,282.00,289.73,11.346052,8.7623,8.4634,282.000000,289.731707,11.346052,-8.762346,-8.463415,0.274904,82,100,754
2,282.00,291.26,10.280991,8.9660,8.3492,282.000000,291.259740,10.280991,-8.966049,-8.349206,0.376066,77,100,1311
3,282.00,285.89,5.072057,9.4753,9.2266,282.000000,285.894737,5.072057,-9.475309,-9.226608,0.132487,38,100,3098
4,282.00,291.96,8.224658,10.3364,9.6693,282.000000,291.963415,8.224658,-10.336420,-9.669264,0.237093,82,100,5312
5,282.00,290.42,7.619833,10.5864,9.9058,282.000000,290.420455,7.619833,-10.586420,-9.905794,0.282007,88,100,8548
6,282.00,292.17,8.159724,10.8549,10.3402,282.000000,292.170000,8.159724,-10.854938,-10.340154,0.338918,100,100,11538
7,282.00,292.11,8.918402,11.0741,10.5812,282.000000,292.110000,8.918402,-11.074074,-10.581235,0.294626,100,100,13839
8,282.00,292.01,7.107032,11.1728,10.8069,282.000000,292.010000,7.107032,-11.172840,-10.806852,0.238711,100,100,16300
9,282.00,289.58,5.736166,11.4537,10.8240,282.000000,289.580000,5.736166,-11.453704,-10.824043,0.293809,100,100,18582
10,282.00,291.62,6.579939,11.4969,11.0209,282.000000,291.620000,6.579939,-11.496914,-11.020926,0.325114,100,100,20883
11,282.00,288.16,4.989429,11.4815,11.0219,282.000000,288.160000,4.989429,-11.481481,-11.021914,0.293229,100,100,23201
12,282.00,289.02,5.057628,11.5062,11.1529,282.000000,289.020000,5.057628,-11.506173,-11.152901,0.251311,100,100,25400
13,282.00,288.13,5.005307,11.5988,11.2057,282.000000,288.130000,5.005307,-11.598765,-11.205710,0.252438,100,100,27700
14,282.00,287.22,4.399045,11.6667,11.3040,282.000000,287.220000,4.399045,-11.666667,-11.303951,0.263974,100,100,30150
15,282.00,287.60,4.244997,11.7500,11.4553,282.000000,287.600000,4.244997,-11.750000,-11.455309,0.190989,100,100,32254
16,282.00,287.44,3.415611,11.8210,11.5682,282.000000,287.440000,3.415611,-11.820988,-11.568241,0.184437,100,100,34606
17,282.00,286.76,3.649986,11.8981,11.6250,282.000000,286.760000,3.649986,-11.898148,-11.624969,0.228216,100,100,36779
18,282.00,287.43,2.950441,11.9907,11.7590,282.000000,287.430000,2.950441,-11.990741,-11.758951,0.202602,100,100,38868
19,282.00,285.91,2.742608,12.0556,11.7096,282.000000,285.910000,2.742608,-12.055556,-11.709630,0.210859,100,100,40974
20,282.00,284.60,1.794436,12.0216,11.7140,282.000000,284.600000,1.794436,-12.021605,-11.714012,0.219747,100,100,43006
21,282.00,284.98,1.923434,12.1543,11.9043,282.000000,284.980000,1.923434,-12.154321,-11.904321,0.144989,100,100,45099
22,282.00,286.00,2.774887,12.3272,12.1113,282.000000,286.000000,2.774887,-12.327160,-12.111296,0.102243,100,100,47182
23,282.00,287.01,3.988722,12.3580,12.1971,282.000000,287.010000,3.988722,-12.358025,-12.197130,0.093936,100,100,49211
24,282.00,287.52,4.203522,12.3951,12.2485,282.000000,287.520000,4.203522,-12.395062,-12.248457,0.088671,100,100,51262
25,282.00,286.07,3.356352,12.4321,12.2696,282.000000,286.070000,3.356352,-12.432099,-12.269568,0.097448,100,100,53333
26,282.00,286.30,2.920616,12.4630,12.3306,282.000000,286.300000,2.920616,-12.462963,-12.330586,0.081784,100,100,55415
