generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,282.00,291.52,10.935391,9.2068,8.4512,282.000000,291.523810,10.935391,-9.206790,-8.451242,0.301755,84,100,787
2,282.00,292.49,10.923353,9.1883,8.4154,282.000000,292.488372,10.923353,-9.188272,-8.415375,0.319460,86,100,1373
3,282.00,290.40,8.610459,9.5401,9.1258,282.000000,290.400000,8.610459,-9.540123,-9.125772,0.162059,100,100,3621
4,282.00,289.16,5.976153,9.6883,9.3542,282.000000,289.160000,5.976153,-9.688272,-9.354167,0.123449,100,100,6051
5,282.00,287.11,5.276163,9.7840,9.5045,282.000000,287.110000,5.276163,-9.783951,-9.504475,0.112631,100,100,8401
6,282.00,282.62,2.448591,9.9321,9.7940,282.000000,282.620000,2.448591,-9.932099,-9.794012,0.071327,100,100,10759
7,282.00,282.12,0.324962,10.1296,10.0109,282.000000,282.120000,0.324962,-10.129630,-10.010926,0.038573,100,100,13106
8,282.00,282.00,0.000000,10.2623,10.1908,282.000000,282.000000,0.000000,-10.262346,-10.190802,0.017967,100,100,15469
9,282.00,282.00,0.000000,10.2716,10.2330,282.000000,282.000000,0.000000,-10.271605,-10.232994,0.011311,100,100,17815
10,282.00,282.00,0.000000,10.3488,10.2846,282.000000,282.000000,0.000000,-10.348765,-10.284568,0.015051,100,100,20151
11,282.00,282.00,0.000000,10.4167,10.3640,282.000000,282.000000,0.000000,-10.416667,-10.364043,0.018110,100,100,22499
12,282.00,282.00,0.000000,10.5154,10.4687,282.000000,282.000000,0.000000,-10.515432,-10.468704,0.015190,100,100,24823
13,282.00,282.00,0.000000,10.6512,10.5625,282.000000,282.000000,0.000000,-10.651235,-10.562469,0.037030,100,100,27131
14,282.00,282.00,0.000000,10.7037,10.6690,282.000000,282.000000,0.000000,-10.703704,-10.669043,0.012498,100,100,29455
15,282.00,282.00,0.000000,10.8488,10.7315,282.000000,282.000000,0.000000,-10.848765,-10.731512,0.017148,100,100,31804
16,282.00,282.00,0.000000,10.8827,10.8623,282.000000,282.000000,0.000000,-10.882716,-10.862346,0.010393,100,100,34132
17,282.00,282.00,0.000000,10.8981,10.8931,282.000000,282.000000,0.000000,-10.898148,-10.893086,0.004266,100,100,36459
18,282.00,282.00,0.000000,10.9043,10.8993,282.000000,282.000000,0.000000,-10.904321,-10.899321,0.002422,100,100,38768
19,282.00,282.00,0.000000,10.9383,10.9076,282.000000,282.000000,0.000000,-10.938272,-10.907623,0.007968,100,100,41083
20,282.00,282.00,0.000000,10.9691,10.9427,282.000000,282.000000,0.000000,-10.969136,-10.942747,0.004307,100,100,43393
21,282.00,282.00,0.000000,11.0216,10.9726,282.000000,282.000000,0.000000,-11.021605,-10.972562,0.008707,100,100,45702
22,282.00,282.00,0.000000,11.0710,11.0306,282.000000,282.000000,0.000000,-11.070988,-11.030586,0.012507,100,100,48008
23,282.00,282.00,0.000000,11.1667,11.0890,282.000000,282.000000,0.000000,-11.166667,-11.088951,0.013148,100,100,50328
24,282.00,282.00,0.000000,11.2191,11.1472,282.000000,282.000000,0.000000,-11.219136,-11.147222,0.025684,100,100,52652
25,282.00,282.00,0.000000,11.2438,11.2088,282.000000,282.000000,0.000000,-11.243827,-11.208827,0.014803,100,100,54980
26,282.00,282.00,0.000000,11.2716,11.2491,282.000000,282.000000,0.000000,-11.271605,-11.249136,0.005453,100,100,57326
