generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,282.00,292.57,11.609651,8.9259,8.4099,282.000000,292.573034,11.609651,-8.925926,-8.409939,0.285222,89,100,1389
2,282.00,291.95,10.855274,8.9938,8.4061,282.000000,291.954023,10.855274,-8.993827,-8.406059,0.314677,87,100,1993
3,282.00,297.53,8.173683,10.1049,9.5781,282.000000,297.530000,8.173683,-10.104938,-9.578056,0.325377,100,100,3241
4,282.00,293.63,7.903993,10.8241,10.0114,282.000000,293.630000,7.903993,-10.824074,-10.011420,0.405181,100,100,4213
5,282.00,292.95,7.579413,11.2593,10.6635,282.000000,292.950000,7.579413,-11.259259,-10.663488,0.441737,100,100,4800
6,282.00,289.76,5.934846,11.4012,10.8837,282.000000,289.760000,5.934846,-11.401235,-10.883735,0.438991,100,100,5353
7,282.00,288.87,4.180084,11.6173,11.1413,282.000000,288.870000,4.180084,-11.617284,-11.141296,0.316654,100,100,5859
8,282.00,291.31,6.467913,11.7654,11.4356,282.000000,291.310000,6.467913,-11.765432,-11.435648,0.224738,100,100,6358
9,282.00,292.11,7.864979,11.9753,11.6760,282.000000,292.110000,7.864979,-11.975309,-11.675957,0.178560,100,100,6976
10,282.00,293.31,8.860807,12.0926,11.8346,282.000000,293.310000,8.860807,-12.092593,-11.834599,0.177257,100,100,7601
11,282.00,289.10,6.200806,12.2809,12.0331,282.000000,289.100000,6.200806,-12.280864,-12.033117,0.170015,100,100,8239
12,282.00,289.35,6.850365,12.4136,12.1787,282.000000,289.350000,6.850365,-12.413580,-12.178673,0.189898,100,100,8891
13,282.00,289.11,6.151252,12.5617,12.3089,282.000000,289.110000,6.151252,-12.561728,-12.308920,0.164777,100,100,9587
14,282.00,289.05,5.400694,12.6790,12.3714,282.000000,289.050000,5.400694,-12.679012,-12.371420,0.201035,100,100,10328
15,282.00,289.03,4.823806,12.7932,12.5456,282.000000,289.030000,4.823806,-12.793210,-12.545586,0.205509,100,100,11080
16,282.00,289.15,5.337368,12.9691,12.6580,282.000000,289.150000,5.337368,-12.969136,-12.658025,0.231538,100,100,11853
17,282.00,289.21,5.566498,13.0185,12.7237,282.000000,289.210000,5.566498,-13.018519,-12.723704,0.251013,100,100,12588
18,282.00,289.55,5.387718,13.1821,12.8924,282.000000,289.550000,5.387718,-13.182099,-12.892377,0.192888,100,100,13429
19,282.00,290.93,5.708336,13.2500,13.0525,282.000000,290.930000,5.708336,-13.250000,-13.052500,0.165608,100,100,14172
20,282.00,290.62,5.599607,13.3210,13.1183,282.000000,290.620000,5.599607,-13.320988,-13.118302,0.165258,100,100,14939
21,282.00,290.71,5.630799,13.3642,13.1712,282.000000,290.710000,5.630799,-13.364198,-13.171204,0.142343,100,100,15709
22,282.00,292.24,5.692311,13.3981,13.2673,282.000000,292.240000,5.692311,-13.398148,-13.267253,0.086950,100,100,16471
23,282.00,290.96,6.859913,13.4414,13.3378,282.000000,290.960000,6.859913,-13.441358,-13.337778,0.065171,100,100,17245
24,282.00,285.82,3.253859,13.5247,13.4152,282.000000,285.820000,3.253859,-13.524691,-13.415247,0.075422,100,100,18049
25,282.00,284.66,2.196452,13.6296,13.4869,282.000000,284.660000,2.196452,-13.629630,-13.486852,0.065658,100,100,18847
26,282.00,284.56,2.187784,13.7006,13.5629,282.000000,284.560000,2.187784,-13.700617,-13.562870,0.096344,100,100,19651
