generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,282.00,288.48,9.468474,9.1975,8.5190,282.000000,288.482759,9.468474,-9.197531,-8.519015,0.238462,87,100,986
2,282.00,289.11,9.944656,9.0309,8.4247,282.000000,289.113636,9.944656,-9.030864,-8.424698,0.295654,88,100,1707
3,282.00,293.34,8.797977,10.3302,9.5609,282.000000,293.340000,8.797977,-10.330247,-9.560895,0.365213,100,100,3561
4,282.00,293.09,7.951220,10.7006,10.1746,282.000000,293.090000,7.951220,-10.700617,-10.174599,0.355888,100,100,5560
5,282.00,292.79,9.055711,10.9722,10.5459,282.000000,292.790000,9.055711,-10.972222,-10.545864,0.256551,100,100,7997
6,282.00,290.70,8.560958,11.2531,10.9225,282.000000,290.700000,8.560958,-11.253086,-10.922469,0.247027,100,100,10190
7,282.00,287.38,5.245531,11.6389,10.9994,282.000000,287.380000,5.245531,-11.638889,-10.999352,0.269142,100,100,12220
8,282.00,286.02,2.749473,11.6605,11.0738,282.000000,286.020000,2.749473,-11.660494,-11.073765,0.295195,100,100,14257
9,282.00,285.84,2.261504,11.7006,11.2096,282.000000,285.840000,2.261504,-11.700617,-11.209568,0.241471,100,100,16314
10,282.00,285.93,2.359046,11.5895,11.3002,282.000000,285.930000,2.359046,-11.589506,-11.300154,0.251577,100,100,18420
11,282.00,286.06,2.719632,11.6883,11.4486,282.000000,286.060000,2.719632,-11.688272,-11.448611,0.161428,100,100,20495
12,282.00,286.68,2.831537,11.8457,11.6210,282.000000,286.680000,2.831537,-11.845679,-11.620957,0.100626,100,100,22567
13,282.00,285.85,3.427463,11.9537,11.7636,282.000000,285.850000,3.427463,-11.953704,-11.763580,0.108045,100,100,24611
14,282.00,285.26,3.260736,12.0617,11.9005,282.000000,285.260000,3.260736,-12.061728,-11.900494,0.113854,100,100,26772
15,282.00,284.76,1.849973,12.1852,12.0300,282.000000,284.760000,1.849973,-12.185185,-12.029969,0.068752,100,100,28814
16,282.00,284.19,1.901026,12.2500,12.1429,282.000000,284.190000,1.901026,-12.250000,-12.142901,0.062083,100,100,30854
17,282.00,283.98,1.612328,12.4228,12.2280,282.000000,283.980000,1.612328,-12.422840,-12.228025,0.062508,100,100,32882
18,282.00,285.30,2.673948,12.4074,12.3306,282.000000,285.300000,2.673948,-12.407407,-12.330617,0.056134,100,100,34911
19,282.00,284.72,2.276313,12.4383,12.3538,282.000000,284.720000,2.276313,-12.438272,-12.353796,0.054312,100,100,36946
20,282.00,284.91,2.232017,12.4969,12.4029,282.000000,284.910000,2.232017,-12.496914,-12.402901,0.049699,100,100,38959
21,282.00,285.17,2.694643,12.5278,12.4513,282.000000,285.170000,2.694643,-12.527778,-12.451327,0.047675,100,100,40968
22,282.00,283.20,0.905539,12.5772,12.5005,282.000000,283.200000,0.905539,-12.577160,-12.500494,0.040941,100,100,42942
23,282.00,283.16,0.902441,12.6821,12.5998,282.000000,283.160000,0.902441,-12.682099,-12.599784,0.036686,100,100,44892
24,282.00,283.18,0.952680,12.7222,12.6733,282.000000,283.180000,0.952680,-12.722222,-12.673302,0.029207,100,100,46848
25,282.00,282.35,0.554527,12.7840,12.7064,282.000000,282.350000,0.554527,-12.783951,-12.706420,0.030099,100,100,48813
26,282.00,282.84,0.484149,12.7994,12.7764,282.000000,282.840000,0.484149,-12.799383,-12.776389,0.022522,100,100,50803
