generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,282.00,290.23,10.758382,9.1235,8.5014,282.000000,290.228916,10.758382,-9.123457,-8.501413,0.228115,83,100,747
2,282.00,291.75,10.010714,8.9722,8.4223,282.000000,291.746835,10.010714,-8.972222,-8.422253,0.292984,79,100,1284
3,282.00,289.09,7.186419,9.7747,9.2670,282.000000,289.086957,7.186419,-9.774691,-9.266998,0.246248,69,100,2814
4,282.00,288.59,6.952913,10.1790,9.7477,282.000000,288.593220,6.952913,-10.179012,-9.747698,0.282619,59,100,3959
5,282.00,287.51,5.541305,10.5741,10.1236,282.000000,287.508772,5.541305,-10.574074,-10.123565,0.201362,57,100,4828
6,282.00,288.56,4.618243,10.8519,10.5019,282.000000,288.564706,4.618243,-10.851852,-10.501852,0.204060,85,100,5444
7,282.00,287.43,3.477219,11.3395,11.0124,282.000000,287.428571,3.477219,-11.339506,-11.012414,0.166737,91,100,6054
8,282.00,287.94,3.593939,11.6235,11.2831,282.000000,287.940000,3.593939,-11.623457,-11.283117,0.206353,100,100,6766
9,282.00,287.73,4.392846,11.8025,11.4644,282.000000,287.730000,4.392846,-11.802469,-11.464414,0.191355,100,100,7719
10,282.00,286.60,2.993326,11.9877,11.6850,282.000000,286.600000,2.993326,-11.987654,-11.685031,0.241569,100,100,8685
11,282.00,288.65,4.226997,12.2006,11.9227,282.000000,288.650000,4.226997,-12.200617,-11.922654,0.213885,100,100,9493
12,282.00,286.41,2.912370,12.2932,11.9607,282.000000,286.410000,2.912370,-12.293210,-11.960679,0.192030,100,100,10323
13,282.00,287.06,3.405349,12.3920,12.0858,282.000000,287.060000,3.405349,-12.391975,-12.085772,0.193027,100,100,11193
14,282.00,286.73,3.455011,12.4630,12.2153,282.000000,286.730000,3.455011,-12.462963,-12.215340,0.208435,100,100,12081
15,282.00,286.53,3.192037,12.5926,12.3188,282.000000,286.530000,3.192037,-12.592593,-12.318827,0.224175,100,100,12941
16,282.00,287.64,4.016267,12.7531,12.4711,282.000000,287.640000,4.016267,-12.753086,-12.471111,0.240064,100,100,13796
17,282.00,286.71,3.347521,12.8580,12.5165,282.000000,286.710000,3.347521,-12.858025,-12.516512,0.246213,100,100,14682
18,282.00,286.70,3.083829,12.9475,12.6823,282.000000,286.700000,3.083829,-12.947531,-12.682346,0.198829,100,100,15540
19,282.00,287.84,3.568529,13.0278,12.8264,282.000000,287.840000,3.568529,-13.027778,-12.826420,0.174327,100,100,16436
20,282.00,286.11,3.301197,13.0988,12.8496,282.000000,286.110000,3.301197,-13.098765,-12.849568,0.182473,100,100,17363
21,282.00,287.88,3.418421,13.1605,13.0326,282.000000,287.880000,3.418421,-13.160494,-13.032623,0.121328,100,100,18233
22,282.00,289.24,4.962096,13.2346,13.0668,282.000000,289.240000,4.962096,-13.234568,-13.066821,0.140135,100,100,19071
23,282.00,286.26,4.625192,13.2716,13.0448,282.000000,286.260000,4.625192,-13.271605,-13.044753,0.151615,100,100,19970
24,282.00,286.30,4.581484,13.3148,13.0994,282.000000,286.300000,4.581484,-13.314815,-13.099444,0.136831,100,100,20885
25,282.00,288.04,4.949586,13.3364,13.2191,282.000000,288.040000,4.949586,-13.336420,-13.219074,0.113521,100,100,21828
26,282.00,285.43,2.957212,13.4043,13.2570,282.000000,285.430000,2.957212,-13.404321,-13.256975,0.116485,100,100,22783
