generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,282.00,292.39,11.287625,8.9198,8.4462,282.000000,292.386667,11.287625,-8.919753,-8.446173,0.255828,75,100,735
2,282.00,293.77,12.016812,9.1327,8.3874,282.000000,293.772152,12.016812,-9.132716,-8.387443,0.334554,79,100,1310
3,282.00,291.66,6.246379,10.0370,9.6006,282.000000,291.656250,6.246379,-10.037037,-9.600630,0.253118,96,100,2727
4,282.00,284.36,1.775722,10.4074,10.2000,282.000000,284.358974,1.775722,-10.407407,-10.199984,0.128963,39,100,3340
5,282.00,285.78,4.788968,10.8796,10.5857,282.000000,285.781818,4.788968,-10.879630,-10.585746,0.167937,55,100,3874
6,282.00,287.62,5.035844,11.4938,11.0060,282.000000,287.616438,5.035844,-11.493827,-11.006004,0.271779,73,100,4496
7,282.00,288.54,4.964716,11.7994,11.3523,282.000000,288.540000,4.964716,-11.799383,-11.352315,0.277033,100,100,5194
8,282.00,289.11,4.927261,12.0617,11.6288,282.000000,289.110000,4.927261,-12.061728,-11.628827,0.264566,100,100,5977
9,282.00,290.22,5.967546,12.3179,11.8880,282.000000,290.220000,5.967546,-12.317901,-11.888025,0.314096,100,100,6781
10,282.00,290.78,6.843362,12.4630,12.0857,282.000000,290.780000,6.843362,-12.462963,-12.085679,0.287266,100,100,7564
11,282.00,289.13,5.795955,12.7130,12.2669,282.000000,289.130000,5.795955,-12.712963,-12.266852,0.228642,100,100,8355
12,282.00,289.70,5.611595,12.8580,12.4341,282.000000,289.700000,5.611595,-12.858025,-12.434074,0.221738,100,100,9121
13,282.00,291.26,6.467797,13.0525,12.6203,282.000000,291.260000,6.467797,-13.052469,-12.620278,0.239321,100,100,9904
14,282.00,292.96,8.756620,13.0833,12.7343,282.000000,292.960000,8.756620,-13.083333,-12.734259,0.285957,100,100,10769
15,282.00,292.59,8.666135,13.0926,12.7505,282.000000,292.590000,8.666135,-13.092593,-12.750525,0.295634,100,100,11642
16,282.00,291.19,8.708266,13.1296,12.7084,282.000000,291.190000,8.708266,-13.129630,-12.708395,0.330673,100,100,12604
17,282.00,294.77,9.036432,13.1759,12.8734,282.000000,294.770000,9.036432,-13.175926,-12.873395,0.312792,100,100,13490
18,282.00,296.34,9.317961,13.2623,12.9510,282.000000,296.340000,9.317961,-13.262346,-12.950988,0.293193,100,100,14402
19,282.00,291.98,8.953189,13.2531,12.8849,282.000000,291.980000,8.953189,-13.253086,-12.884907,0.262133,100,100,15366
20,282.00,294.32,8.465081,13.2531,12.9952,282.000000,294.320000,8.465081,-13.253086,-12.995247,0.236713,100,100,16408
21,282.00,295.46,9.991416,13.2562,13.0125,282.000000,295.460000,9.991416,-13.256173,-13.012500,0.217314,100,100,17464
22,282.00,296.33,10.460454,13.3765,13.0826,282.000000,296.330000,10.460454,-13.376543,-13.082593,0.247872,100,100,18569
23,282.00,299.51,10.264010,13.4290,13.1429,282.000000,299.510000,10.264010,-13.429012,-13.142901,0.196266,100,100,19661
24,282.00,295.84,9.677520,13.3796,13.0845,282.000000,295.840000,9.677520,-13.379630,-13.084475,0.176507,100,100,20745
25,282.00,297.92,10.888232,13.4074,13.1446,282.000000,297.920000,10.888232,-13.407407,-13.144599,0.190046,100,100,21889
26,282.00,293.97,9.757515,13.4414,13.1194,282.000000,293.970000,9.757515,-13.441358,-13.119352,0.193633,100,100,23045
