generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,282.00,291.74,11.893430,9.3241,8.4930,282.000000,291.739130,11.893430,-9.324074,-8.492955,0.270054,92,100,711
2,282.00,293.60,12.003482,9.0679,8.4241,282.000000,293.595506,12.003482,-9.067901,-8.424123,0.301237,89,100,1268
3,282.00,294.84,9.446396,10.4568,9.8327,282.000000,294.840000,9.446396,-10.456790,-9.832747,0.412064,100,100,2789
4,282.00,294.17,8.713271,10.9444,10.3516,282.000000,294.170000,8.713271,-10.944444,-10.351636,0.181883,100,100,3674
5,282.00,291.62,8.244732,10.9877,10.7268,282.000000,291.620000,8.244732,-10.987654,-10.726790,0.190217,100,100,4252
6,282.00,285.67,3.441090,11.2901,10.9335,282.000000,285.670000,3.441090,-11.290123,-10.933549,0.173553,100,100,5258
7,282.00,287.76,4.116115,11.7747,11.4257,282.000000,287.760000,4.116115,-11.774691,-11.425679,0.239754,100,100,5996
8,282.00,290.27,5.544105,12.0093,11.7213,282.000000,290.270000,5.544105,-12.009259,-11.721296,0.178757,100,100,6703
9,282.00,288.80,5.126402,12.2562,11.8548,282.000000,288.800000,5.126402,-12.256173,-11.854784,0.212533,100,100,7401
10,282.00,288.86,4.113441,12.6173,12.1805,282.000000,288.860000,4.113441,-12.617284,-12.180525,0.207412,100,100,8207
11,282.00,287.34,4.494930,12.7006,12.3278,282.000000,287.340000,4.494930,-12.700617,-12.327778,0.232784,100,100,9039
12,282.00,289.22,4.246363,12.8364,12.5839,282.000000,289.220000,4.246363,-12.836420,-12.583920,0.177122,100,100,9911
13,282.00,289.42,5.075786,12.9537,12.6354,282.000000,289.420000,5.075786,-12.953704,-12.635432,0.203090,100,100,10830
14,282.00,289.14,4.301209,12.9691,12.7468,282.000000,289.140000,4.301209,-12.969136,-12.746759,0.168930,100,100,11744
15,282.00,289.53,5.064494,12.9630,12.8317,282.000000,289.530000,5.064494,-12.962963,-12.831698,0.113048,100,100,12675
16,282.00,288.79,5.331595,13.0926,12.8865,282.000000,288.790000,5.331595,-13.092593,-12.886451,0.128929,100,100,13615
17,282.00,286.70,3.459769,13.1389,12.9559,282.000000,286.700000,3.459769,-13.138889,-12.955926,0.118585,100,100,14643
18,282.00,286.67,3.156121,13.2222,13.0559,282.000000,286.670000,3.156121,-13.222222,-13.055926,0.128519,100,100,15742
19,282.00,286.01,3.345131,13.2840,13.0851,282.000000,286.010000,3.345131,-13.283951,-13.085123,0.141084,100,100,16878
20,282.00,284.83,1.980177,13.3704,13.1576,282.000000,284.830000,1.980177,-13.370370,-13.157593,0.137641,100,100,18065
21,282.00,285.79,2.050829,13.4599,13.2864,282.000000,285.790000,2.050829,-13.459877,-13.286420,0.131213,100,100,19311
22,282.00,285.47,2.220158,13.4938,13.2825,282.000000,285.470000,2.220158,-13.493827,-13.282531,0.153911,100,100,20496
23,282.00,284.79,2.084682,13.5216,13.2975,282.000000,284.790000,2.084682,-13.521605,-13.297531,0.152754,100,100,21708
24,282.00,285.03,1.920703,13.5648,13.3762,282.000000,285.030000,1.920703,-13.564815,-13.376204,0.133969,100,100,22908
25,282.00,285.58,2.669007,13.6543,13.4762,282.000000,285.580000,2.669007,-13.654321,-13.476173,0.148703,100,100,24109
26,282.00,286.43,3.516404,13.7006,13.5452,282.000000,286.430000,3.516404,-13.700617,-13.545154,0.149166,100,100,25304
