generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,282.00,289.63,10.853661,8.8056,8.5152,282.000000,289.632911,10.853661,-8.805556,-8.515159,0.199718,79,100,837
2,282.00,289.55,9.698769,9.0340,8.4568,282.000000,289.545455,9.698769,-9.033951,-8.456830,0.292754,77,100,1519
3,282.00,292.77,11.548049,9.8580,9.3587,282.000000,292.772727,11.548049,-9.858025,-9.358691,0.194802,88,100,3692
4,282.00,289.97,9.836496,10.1235,9.6561,282.000000,289.969697,9.836496,-10.123457,-9.656098,0.302410,99,100,5999
5,282.00,286.83,3.813279,10.5864,10.1681,282.000000,286.830000,3.813279,-10.586420,-10.168056,0.191065,100,100,8058
6,282.00,285.04,2.319138,10.9722,10.5519,282.000000,285.040000,2.319138,-10.972222,-10.551914,0.208570,100,100,9806
7,282.00,284.55,1.888783,11.1019,10.7412,282.000000,284.550000,1.888783,-11.101852,-10.741235,0.199588,100,100,11578
8,282.00,285.05,2.210769,11.1944,10.9326,282.000000,285.050000,2.210769,-11.194444,-10.932593,0.208177,100,100,13820
9,282.00,285.25,2.769025,11.4475,11.1098,282.000000,285.250000,2.769025,-11.447531,-11.109753,0.148180,100,100,15494
10,282.00,287.48,3.774864,11.6173,11.3565,282.000000,287.480000,3.774864,-11.617284,-11.356451,0.155268,100,100,17142
11,282.00,285.78,2.776977,11.8611,11.4936,282.000000,285.780000,2.776977,-11.861111,-11.493642,0.191756,100,100,18862
12,282.00,286.57,3.614568,11.9691,11.6135,282.000000,286.570000,3.614568,-11.969136,-11.613488,0.246762,100,100,20632
13,282.00,287.01,3.357067,12.0432,11.7462,282.000000,287.010000,3.357067,-12.043210,-11.746204,0.154847,100,100,22384
14,282.00,285.54,2.819291,12.0926,11.7930,282.000000,285.540000,2.819291,-12.092593,-11.792994,0.157961,100,100,24143
15,282.00,286.54,3.223104,12.1512,11.8945,282.000000,286.540000,3.223104,-12.151235,-11.894537,0.155298,100,100,26187
16,282.00,286.80,3.635932,12.2593,11.9854,282.000000,286.800000,3.635932,-12.259259,-11.985432,0.175291,100,100,28343
17,282.00,286.23,3.161819,12.3457,12.0163,282.000000,286.230000,3.161819,-12.345679,-12.016327,0.175974,100,100,30427
18,282.00,286.75,3.675255,12.3272,12.0624,282.000000,286.750000,3.675255,-12.327160,-12.062407,0.164697,100,100,32453
19,282.00,287.67,4.578329,12.3549,12.1433,282.000000,287.670000,4.578329,-12.354938,-12.143272,0.191158,100,100,34892
20,282.00,287.02,3.972354,12.4167,12.2040,282.000000,287.020000,3.972354,-12.416667,-12.204043,0.138367,100,100,37154
21,282.00,286.05,2.794190,12.4537,12.2302,282.000000,286.050000,2.794190,-12.453704,-12.230216,0.142617,100,100,38952
22,282.00,286.08,2.682089,12.5340,12.2791,282.000000,286.080000,2.682089,-12.533951,-12.279074,0.144117,100,100,41020
23,282.00,285.83,2.860262,12.6265,12.3179,282.000000,285.830000,2.860262,-12.626543,-12.317870,0.171885,100,100,42825
24,282.00,287.28,3.043288,12.7253,12.4701,282.000000,287.280000,3.043288,-12.725309,-12.470093,0.142092,100,100,44597
25,282.00,285.52,2.707323,12.7469,12.4608,282.000000,285.520000,2.707323,-12.746914,-12.460833,0.140444,100,100,46302
26,282.00,285.95,2.665989,12.7870,12.5379,282.000000,285.950000,2.665989,-12.787037,-12.537870,0.135170,100,100,48056
