INSTANCIA,TAM,POB,CRU,MUT,HV,PARETO_FILE
promedio_2024,286,100,0.70,0.001,0.378795,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.394348,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.399851,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.405351,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.355218,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.371287,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.400975,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.385251,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.394970,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.395246,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.380572,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.390997,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.374543,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.394879,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.403261,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.386130,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.393960,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.401621,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.383214,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.388193,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.405414,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.396635,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.393531,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.402239,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.394312,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.391427,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.399995,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.396686,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.399200,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.70,0.001,0.389750,output/promedio_2024_pareto_front.csv
