generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.95,8.9429,8.5248,86,100,251
2,294.00,304.92,8.8457,8.4614,87,100,453
3,294.00,302.18,9.5943,9.2869,65,100,1330
4,294.00,297.95,10.2914,9.9118,87,100,1749
5,294.00,300.17,10.8857,10.5147,100,100,2012
6,294.00,301.62,11.1800,10.9270,100,100,2417
7,294.00,299.41,11.3771,11.1129,100,100,2900
8,294.00,297.32,11.5229,11.2608,100,100,3448
9,294.00,299.53,11.7800,11.5576,100,100,3972
10,294.00,300.48,11.8829,11.6602,100,100,4511
11,294.00,300.99,12.0943,11.7725,100,100,5042
12,294.00,300.23,12.2229,11.9208,100,100,5634
13,294.00,300.18,12.2486,12.0397,100,100,6244
14,294.00,297.90,12.3943,12.1520,100,100,6891
15,294.00,299.26,12.6229,12.4407,100,100,7511
16,294.00,299.72,12.6743,12.5172,100,100,8141
17,294.00,298.92,12.8314,12.5985,100,100,8781
18,294.00,299.66,12.9229,12.6831,100,100,9439
19,294.00,300.70,13.0657,12.7301,100,100,9999
20,294.00,299.16,13.1343,12.7875,100,100,10702
21,294.00,301.85,13.2086,12.9513,100,100,11435
22,294.00,302.69,13.2629,12.9685,100,100,12200
23,294.00,301.51,13.4314,13.1353,100,100,12978
24,294.00,301.50,13.4800,13.1491,100,100,13757
25,294.00,303.55,13.5229,13.2728,100,100,14557
26,294.00,303.58,13.6114,13.3285,100,100,15380
