generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,303.55,9.0057,8.5146,88,100,247
2,323.00,348.96,9.1714,8.4538,89,100,496
3,323.00,406.73,9.5057,8.8910,92,100,1912
4,408.00,454.61,9.8571,9.0676,85,100,3163
5,454.00,491.24,9.9857,9.2707,92,100,4350
6,480.00,510.35,10.0771,9.4406,75,100,5557
7,495.00,512.73,9.9857,9.2572,70,100,6742
8,501.00,528.75,10.4343,9.5335,63,100,7881
9,497.00,530.87,10.4086,9.4846,54,100,9000
10,506.00,530.87,10.1943,9.4147,55,100,10095
11,513.00,533.37,10.3914,9.4872,43,100,11217
12,508.00,532.18,10.0629,9.4944,55,100,12316
13,509.00,534.98,10.3600,9.5961,56,100,13399
14,514.00,542.46,10.5743,9.9454,56,100,14506
15,512.00,535.14,10.5514,9.6722,36,100,15601
16,506.00,531.02,10.1314,9.4437,54,100,16697
17,507.00,531.29,10.2114,9.6089,49,100,17791
18,497.00,534.07,10.6371,9.5971,74,100,18878
19,511.00,532.47,10.5743,9.5388,62,100,19978
20,506.00,528.32,10.3943,9.5960,69,100,21078
21,503.00,530.73,10.3800,9.7802,75,100,22035
22,497.00,527.44,10.1229,9.6056,66,100,23121
23,505.00,532.16,10.2114,9.5406,51,100,24182
24,502.00,530.02,10.0629,9.5972,42,100,25261
25,500.00,525.10,10.2400,9.5654,72,100,26356
26,497.00,530.23,10.6486,9.7892,69,100,27449
