generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.57,9.0057,8.5188,174,200,1033
2,294.00,302.37,9.1514,8.4851,182,200,1952
3,294.00,304.55,10.0429,9.5839,130,200,4382
4,294.00,299.24,10.7657,10.3541,71,200,5397
5,294.00,307.23,11.4743,11.1168,180,200,6234
6,294.00,303.35,11.7143,11.2383,153,200,7105
7,294.00,306.03,11.8743,11.5192,176,200,8163
8,294.00,298.86,12.1771,11.7284,200,200,9659
9,294.00,298.12,12.4514,12.1026,200,200,11280
10,294.00,299.38,12.6057,12.3582,200,200,12949
11,294.00,300.57,12.7743,12.4836,200,200,14700
12,294.00,302.68,12.8314,12.6341,200,200,16485
13,294.00,305.70,12.9886,12.7329,200,200,18381
14,294.00,307.46,13.0743,12.8146,200,200,20350
