generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.60,9.3400,8.5398,163,200,948
2,294.00,301.12,9.1486,8.4968,171,200,1693
3,294.00,305.42,10.1229,9.5099,119,200,3770
4,294.00,307.38,11.0000,10.5029,200,200,5296
5,294.00,303.29,11.5114,11.0113,200,200,6840
6,294.00,303.61,11.6543,11.3143,200,200,8371
7,294.00,302.47,11.8914,11.4779,200,200,10090
8,294.00,302.24,12.1257,11.7189,200,200,11895
9,294.00,304.97,12.2886,11.9961,200,200,13807
10,294.00,303.84,12.3486,12.0867,200,200,15748
11,294.00,300.82,12.4657,12.2592,200,200,17602
12,294.00,300.18,12.6886,12.4601,200,200,19427
13,294.00,299.26,12.8000,12.5520,200,200,21338
14,294.00,300.10,12.8600,12.6042,200,200,23311
