INSTANCIA,TAM,POB,CRU,MUT,HV,PARETO_FILE
promedio_2024,286,200,0.70,0.001,0.383305,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.387253,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.392591,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.391998,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.382870,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.388337,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.380622,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.397471,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.400458,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.391329,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.392725,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.391851,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.379906,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.390356,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.389653,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.374511,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.399375,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.400135,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.383090,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.371244,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.381099,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.386080,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.391515,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.386599,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.389834,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.382286,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.383639,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.378803,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.392619,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.001,0.381637,output/promedio_2024_pareto_front.csv
