generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.19,8.8886,8.5414,86,100,243
2,322.00,343.71,9.4400,8.4999,79,100,462
3,314.00,375.91,9.8229,8.9434,88,100,1658
4,398.00,441.01,10.0943,9.1748,86,100,2987
5,431.00,484.11,9.8771,9.3452,83,100,4171
6,448.00,487.21,10.1286,9.3149,61,100,5322
7,462.00,499.05,10.3600,9.4531,74,100,6494
8,476.00,507.89,10.2371,9.5862,82,100,7667
9,477.00,512.69,10.2771,9.6490,58,100,8816
10,480.00,508.57,10.2714,9.7453,63,100,9984
11,481.00,514.17,10.8457,9.7713,76,100,11173
12,492.00,512.94,10.3543,9.7196,82,100,12355
13,495.00,519.56,10.4143,9.9088,87,100,13515
14,491.00,520.35,10.3914,9.7158,57,100,14682
15,491.00,517.35,10.5057,9.8366,69,100,15857
16,488.00,521.40,10.3200,9.8608,53,100,16996
17,489.00,518.76,10.5657,9.8276,54,100,18168
18,489.00,517.91,10.5514,9.8475,64,100,19306
19,500.00,537.12,10.4800,9.9853,41,100,20248
20,505.00,533.40,10.3800,9.9257,47,100,21374
21,500.00,522.19,10.6971,9.8333,54,100,22515
22,494.00,515.42,10.5200,9.9312,62,100,23664
23,499.00,518.54,10.5743,9.9126,61,100,24819
24,495.00,518.83,10.4629,9.9455,81,100,25983
25,491.00,517.32,10.8771,9.8778,74,100,27167
26,493.00,517.90,10.6029,9.8722,51,100,28328
