INSTANCIA,TAM,POB,CRU,MUT,HV,PARETO_FILE
promedio_2024,286,200,0.80,0.001,0.399037,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.398866,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.400144,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.396832,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.382289,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.407080,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.390364,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.390262,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.407889,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.407438,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.399977,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.385096,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.376089,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.404480,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.386127,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.391894,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.392549,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.402176,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.391461,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.398232,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.377217,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.389195,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.387936,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.392436,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.405615,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.404114,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.398618,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.400278,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.393973,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.80,0.001,0.387250,output/promedio_2024_pareto_front.csv
