generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.41,8.9657,8.5395,158,200,1113
2,294.00,303.64,8.9771,8.4645,162,200,1831
3,294.00,303.79,10.0371,9.3823,100,200,4550
4,294.00,302.75,10.9514,10.1430,114,200,6316
5,294.00,299.62,11.4143,10.6218,81,200,7926
6,294.00,297.60,11.6314,11.2195,102,200,9569
7,294.00,298.19,11.9114,11.4650,113,200,11396
8,294.00,298.25,12.1600,11.6930,114,200,13258
9,294.00,297.92,12.5343,11.9629,134,200,15120
10,294.00,300.71,12.7771,12.4767,156,200,16965
11,294.00,300.51,12.9057,12.6135,174,200,19007
12,294.00,301.35,13.0714,12.7585,157,200,21187
13,294.00,298.06,13.1257,12.7941,111,200,23391
14,294.00,299.20,13.2657,12.9923,150,200,25769
