generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.36,8.9657,8.5198,80,100,222
2,294.00,301.92,9.0629,8.5276,78,100,413
3,294.00,299.69,10.1800,9.5941,55,100,855
4,294.00,300.42,10.6914,10.2733,79,100,1164
5,294.00,297.37,11.1543,10.6347,59,100,1622
6,294.00,299.19,11.5914,10.9054,21,100,2159
7,294.00,294.53,11.2286,11.1304,17,100,2681
8,294.00,295.82,11.8714,11.6164,39,100,3236
9,294.00,294.30,11.8457,11.7144,23,100,3750
10,294.00,297.93,12.4743,12.1429,42,100,4269
11,294.00,297.73,12.6714,12.3046,40,100,4784
12,294.00,297.67,12.7857,12.5910,72,100,5308
13,294.00,298.40,12.9057,12.7875,86,100,5855
14,294.00,297.67,12.9829,12.8730,100,100,6395
15,294.00,300.16,13.1800,13.0272,100,100,6940
16,294.00,300.56,13.2314,13.0727,100,100,7497
17,294.00,299.51,13.2457,13.1037,100,100,8064
18,294.00,299.51,13.3229,13.1460,100,100,8634
19,294.00,299.67,13.3286,13.1874,100,100,9208
20,294.00,298.72,13.3800,13.2511,100,100,9778
21,294.00,299.48,13.5086,13.3199,100,100,10357
22,294.00,302.54,13.5600,13.4116,100,100,10926
23,294.00,301.51,13.6057,13.4210,100,100,11489
24,294.00,304.33,13.6314,13.4741,100,100,12058
25,294.00,305.15,13.6829,13.4962,100,100,12630
26,294.00,302.78,13.6829,13.4955,100,100,13214
