INSTANCIA,TAM,POB,CRU,MUT,HV,PARETO_FILE
promedio_2024,286,100,0.80,0.001,0.417070,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.420624,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.389314,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.401116,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.400371,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.409980,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.395022,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.381097,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.400745,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.412769,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.398548,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.398043,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.397499,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.417086,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.405786,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.410624,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.413320,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.425738,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.401714,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.376752,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.393490,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.413440,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.397296,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.397121,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.411858,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.398421,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.395829,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.380565,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.411913,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.001,0.412855,output/promedio_2024_pareto_front.csv
