INSTANCIA,TAM,POB,CRU,MUT,HV,PARETO_FILE
promedio_2024,286,50,0.80,0.100,0.236862,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.242164,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.239590,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.249463,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.227788,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.246240,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.248092,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.244337,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.241116,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.253417,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.228900,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.244543,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.241806,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.242325,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.239596,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.241066,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.230162,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.223071,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.236542,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.240429,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.233559,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.233729,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.231599,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.240098,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.227849,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.232691,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.229110,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.226663,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.239253,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.100,0.257595,output/promedio_2024_pareto_front.csv
