INSTANCIA,TAM,POB,CRU,MUT,HV,PARETO_FILE
promedio_2024,286,50,0.80,0.010,0.327598,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.323657,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.306563,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.325464,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.314118,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.332706,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.336495,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.330434,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.323193,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.336457,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.325104,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.327384,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.316626,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.329652,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.335383,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.331280,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.327012,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.318916,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.332465,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.336822,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.298498,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.322555,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.325293,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.333283,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.321954,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.322427,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.328771,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.331515,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.315785,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.80,0.010,0.318644,output/promedio_2024_pareto_front.csv
