generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,277.00,285.95,10.354571,8.3507,7.8152,277.000000,285.951220,10.354571,-8.350725,-7.815200,0.193987,82,100,654
2,277.00,284.62,9.321688,8.5420,7.8651,277.000000,284.618421,9.321688,-8.542029,-7.865141,0.239745,76,100,1195
3,277.00,283.85,7.375114,9.8551,9.4382,277.000000,283.849057,7.375114,-9.855072,-9.438173,0.255182,53,100,1952
4,277.00,286.32,9.224949,10.9913,10.2365,277.000000,286.322034,9.224949,-10.991304,-10.236453,0.332152,59,100,2265
5,277.00,292.06,10.422879,11.1797,10.8540,277.000000,292.060000,10.422879,-11.179710,-10.853971,0.193005,100,100,2585
6,277.00,285.29,6.348693,11.4406,11.1474,277.000000,285.290000,6.348693,-11.440580,-11.147449,0.174217,100,100,2888
7,277.00,285.77,5.895515,11.8580,11.4861,277.000000,285.770000,5.895515,-11.857971,-11.486087,0.169152,100,100,3179
8,277.00,286.84,6.262140,12.1217,11.8274,277.000000,286.840000,6.262140,-12.121739,-11.827449,0.164707,100,100,3470
9,277.00,287.04,5.893929,12.2609,12.0105,277.000000,287.040000,5.893929,-12.260870,-12.010464,0.168444,100,100,3766
10,277.00,285.25,6.402148,12.3014,12.0109,277.000000,285.250000,6.402148,-12.301449,-12.010899,0.187932,100,100,4056
11,277.00,284.62,5.979599,12.3333,12.1268,277.000000,284.620000,5.979599,-12.333333,-12.126841,0.178175,100,100,4354
12,277.00,281.29,3.185263,12.5246,12.2265,277.000000,281.290000,3.185263,-12.524638,-12.226493,0.198672,100,100,4645
13,277.00,282.07,3.271865,12.6116,12.4193,277.000000,282.070000,3.271865,-12.611594,-12.419275,0.193139,100,100,4946
14,277.00,280.77,2.803052,12.6725,12.5132,277.000000,280.770000,2.803052,-12.672464,-12.513246,0.138622,100,100,5249
15,277.00,280.64,2.385456,12.8870,12.6585,277.000000,280.640000,2.385456,-12.886957,-12.658522,0.168961,100,100,5560
16,277.00,280.58,2.126876,12.9275,12.7854,277.000000,280.580000,2.126876,-12.927536,-12.785449,0.146887,100,100,5871
17,277.00,279.46,1.873072,13.1333,12.8384,277.000000,279.460000,1.873072,-13.133333,-12.838435,0.194440,100,100,6181
18,277.00,280.34,2.182751,13.2232,13.0202,277.000000,280.340000,2.182751,-13.223188,-13.020174,0.182050,100,100,6497
19,277.00,280.50,2.202272,13.3362,13.1345,277.000000,280.500000,2.202272,-13.336232,-13.134522,0.193857,100,100,6825
20,277.00,281.47,3.213892,13.4870,13.2797,277.000000,281.470000,3.213892,-13.486957,-13.279739,0.206407,100,100,7148
21,277.00,282.63,3.708517,13.4899,13.4028,277.000000,282.630000,3.708517,-13.489855,-13.402783,0.117958,100,100,7469
22,277.00,281.12,2.721323,13.5594,13.4086,277.000000,281.120000,2.721323,-13.559420,-13.408580,0.118714,100,100,7784
23,277.00,282.85,4.023369,13.6029,13.4567,277.000000,282.850000,4.023369,-13.602899,-13.456667,0.138663,100,100,8106
24,277.00,282.57,5.641374,13.6058,13.4592,277.000000,282.570000,5.641374,-13.605797,-13.459246,0.133349,100,100,8453
25,277.00,282.41,4.709766,13.7536,13.5175,277.000000,282.410000,4.709766,-13.753623,-13.517536,0.143230,100,100,8795
26,277.00,282.75,4.559331,13.7710,13.5874,277.000000,282.750000,4.559331,-13.771014,-13.587362,0.133273,100,100,9138
