generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,277.00,283.30,9.437810,8.3130,7.8127,277.000000,283.303797,9.437810,-8.313043,-7.812695,0.188149,79,100,667
2,277.00,284.90,9.691207,8.8232,7.9033,277.000000,284.904762,9.691207,-8.823188,-7.903347,0.257029,84,100,1293
3,277.00,284.45,9.365820,10.2029,9.7004,277.000000,284.448276,9.365820,-10.202899,-9.700450,0.262166,87,100,2135
4,277.00,282.96,6.282962,10.9333,10.5579,277.000000,282.955224,6.282962,-10.933333,-10.557863,0.209217,67,100,2528
5,277.00,281.84,7.653061,11.5681,11.1173,277.000000,281.843750,7.653061,-11.568116,-11.117301,0.186497,32,100,2851
6,277.00,281.82,3.785071,11.9594,11.5774,277.000000,281.820513,3.785071,-11.959420,-11.577443,0.181219,78,100,3178
7,277.00,281.16,3.065309,12.0754,11.8533,277.000000,281.157895,3.065309,-12.075362,-11.853318,0.137222,76,100,3480
8,277.00,283.01,4.809196,12.3159,12.0311,277.000000,283.014286,4.809196,-12.315942,-12.031056,0.133858,70,100,3787
9,277.00,281.33,2.975032,12.5014,12.1469,277.000000,281.328767,2.975032,-12.501449,-12.146873,0.142923,73,100,4089
10,277.00,281.53,3.409790,12.5681,12.2831,277.000000,281.533333,3.409790,-12.568116,-12.283092,0.149695,45,100,4417
11,277.00,281.13,3.499841,12.5565,12.3610,277.000000,281.133333,3.499841,-12.556522,-12.361031,0.104900,45,100,4798
12,277.00,279.68,2.146071,12.7159,12.4940,277.000000,279.677419,2.146071,-12.715942,-12.493969,0.157159,31,100,5160
13,277.00,279.82,1.751457,12.7304,12.5761,277.000000,279.820000,1.751457,-12.730435,-12.576058,0.165900,50,100,5562
14,277.00,278.41,1.300325,12.8638,12.6635,277.000000,278.413793,1.300325,-12.863768,-12.663468,0.118628,29,100,6018
15,277.00,278.30,1.129897,12.9652,12.7399,277.000000,278.300000,1.129897,-12.965217,-12.739903,0.147169,30,100,6512
16,277.00,278.96,1.525107,13.1159,12.9451,277.000000,278.963636,1.525107,-13.115942,-12.945138,0.142906,55,100,7036
17,277.00,280.36,2.517002,13.2783,13.1178,277.000000,280.363636,2.517002,-13.278261,-13.117787,0.119746,77,100,7407
18,277.00,280.05,2.273083,13.3913,13.2273,277.000000,280.050847,2.273083,-13.391304,-13.227266,0.116364,59,100,7748
19,277.00,280.56,2.246319,13.4058,13.3197,277.000000,280.563636,2.246319,-13.405797,-13.319736,0.102568,55,100,8097
20,277.00,279.17,1.943001,13.4725,13.2875,277.000000,279.166667,1.943001,-13.472464,-13.287527,0.128606,66,100,8469
21,277.00,279.30,2.061553,13.6377,13.3765,277.000000,279.300000,2.061553,-13.637681,-13.376522,0.119353,50,100,8825
22,277.00,280.79,2.985788,13.6870,13.4610,277.000000,280.791667,2.985788,-13.686957,-13.460990,0.170616,72,100,9188
23,277.00,280.45,2.807448,13.7565,13.4850,277.000000,280.451220,2.807448,-13.756522,-13.484977,0.163575,82,100,9558
24,277.00,280.70,2.602244,13.7884,13.5851,277.000000,280.704225,2.602244,-13.788406,-13.585140,0.168120,71,100,9921
25,277.00,281.42,3.185392,13.8725,13.6806,277.000000,281.419355,3.185392,-13.872464,-13.680598,0.114326,62,100,10279
26,277.00,281.00,3.120592,13.8870,13.7084,277.000000,281.000000,3.120592,-13.886957,-13.708385,0.128918,84,100,10627
