generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,277.00,284.84,9.623991,8.4493,7.8270,277.000000,284.841463,9.623991,-8.449275,-7.827006,0.191717,82,100,573
2,277.00,286.10,9.696140,8.6928,7.9064,277.000000,286.102564,9.696140,-8.692754,-7.906392,0.249928,78,100,994
3,277.00,284.96,6.781196,10.2899,9.3187,277.000000,284.958904,6.781196,-10.289855,-9.318721,0.412411,73,100,1708
4,277.00,288.72,9.826570,11.0783,10.5203,277.000000,288.717949,9.826570,-11.078261,-10.520253,0.398487,78,100,2003
5,277.00,281.23,4.656697,11.5681,10.8851,277.000000,281.228070,4.656697,-11.568116,-10.885075,0.254825,57,100,2303
6,277.00,282.19,5.876661,11.8348,11.2296,277.000000,282.190476,5.876661,-11.834783,-11.229641,0.393282,84,100,2588
7,277.00,287.71,7.899946,12.2580,11.7886,277.000000,287.707071,7.899946,-12.257971,-11.788581,0.364018,99,100,2914
8,277.00,287.97,8.025528,12.3942,12.0663,277.000000,287.970000,8.025528,-12.394203,-12.066290,0.265050,100,100,3309
9,277.00,285.58,6.947201,12.4928,12.2192,277.000000,285.580000,6.947201,-12.492754,-12.219159,0.259924,100,100,3647
10,277.00,282.80,4.002499,12.6696,12.2968,277.000000,282.800000,4.002499,-12.669565,-12.296841,0.263014,100,100,3974
11,277.00,283.98,4.686107,12.7391,12.5088,277.000000,283.980000,4.686107,-12.739130,-12.508754,0.171613,100,100,4314
12,277.00,282.78,4.143863,12.7826,12.5940,277.000000,282.780000,4.143863,-12.782609,-12.593971,0.143615,100,100,4688
13,277.00,283.39,5.059437,12.8696,12.6810,277.000000,283.390000,5.059437,-12.869565,-12.680957,0.143487,100,100,5063
14,277.00,283.18,4.116746,13.0203,12.8081,277.000000,283.180000,4.116746,-13.020290,-12.808087,0.145335,100,100,5439
15,277.00,282.29,5.894565,13.1304,12.8357,277.000000,282.290000,5.894565,-13.130435,-12.835710,0.197992,100,100,5826
16,277.00,285.56,7.328465,13.2696,13.0560,277.000000,285.560000,7.328465,-13.269565,-13.055971,0.130304,100,100,6223
17,277.00,289.66,9.510226,13.3159,13.1779,277.000000,289.660000,9.510226,-13.315942,-13.177913,0.147035,100,100,6635
18,277.00,288.30,9.982485,13.3594,13.2154,277.000000,288.300000,9.982485,-13.359420,-13.215391,0.168599,100,100,7079
19,277.00,289.47,12.285321,13.4087,13.2605,277.000000,289.470000,12.285321,-13.408696,-13.260522,0.195900,100,100,7554
20,277.00,289.62,13.665123,13.5130,13.3598,277.000000,289.620000,13.665123,-13.513043,-13.359826,0.176142,100,100,8058
21,277.00,279.40,1.679286,13.6493,13.4699,277.000000,279.400000,1.679286,-13.649275,-13.469942,0.148058,100,100,8539
22,277.00,280.78,2.198090,13.6928,13.5933,277.000000,280.780000,2.198090,-13.692754,-13.593333,0.067327,100,100,9008
23,277.00,281.73,3.375959,13.7072,13.6059,277.000000,281.730000,3.375959,-13.707246,-13.605942,0.101753,100,100,9486
24,277.00,284.10,5.269725,13.7304,13.6523,277.000000,284.100000,5.269725,-13.730435,-13.652348,0.080782,100,100,10017
25,277.00,280.76,2.412965,13.8087,13.6974,277.000000,280.760000,2.412965,-13.808696,-13.697449,0.070090,100,100,10558
26,277.00,281.57,2.650491,13.9101,13.7772,277.000000,281.570000,2.650491,-13.910145,-13.777217,0.076140,100,100,11078
