generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,277.00,282.69,9.055346,8.5478,7.7736,277.000000,282.693333,9.055346,-8.547826,-7.773604,0.149501,75,100,578
2,277.00,284.11,9.433973,8.5971,7.8992,277.000000,284.112500,9.433973,-8.597101,-7.899167,0.211806,80,100,1097
3,277.00,283.23,7.727611,10.0493,9.5614,277.000000,283.230769,7.727611,-10.049275,-9.561427,0.235191,65,100,1648
4,277.00,278.65,2.034671,10.4087,10.0528,277.000000,278.652174,2.034671,-10.408696,-10.052804,0.148483,23,100,1947
5,277.00,280.57,6.780311,11.2493,10.5080,277.000000,280.568182,6.780311,-11.249275,-10.507971,0.260514,44,100,2270
6,277.00,280.28,2.153491,11.2464,10.9162,277.000000,280.282609,2.153491,-11.246377,-10.916194,0.148829,46,100,2601
7,277.00,279.42,2.084677,11.3188,11.1240,277.000000,279.423729,2.084677,-11.318841,-11.124048,0.144668,59,100,2920
8,277.00,279.72,1.976345,11.7942,11.2767,277.000000,279.721311,1.976345,-11.794203,-11.276740,0.213861,61,100,3266
9,277.00,280.32,2.921647,11.9942,11.4532,277.000000,280.318841,2.921647,-11.994203,-11.453224,0.252009,69,100,3629
10,277.00,281.50,2.979693,12.0145,11.7507,277.000000,281.500000,2.979693,-12.014493,-11.750725,0.224884,70,100,3966
11,277.00,281.47,3.155685,12.2493,11.8576,277.000000,281.472727,3.155685,-12.249275,-11.857602,0.204468,55,100,4302
12,277.00,279.44,2.109744,12.1072,11.8074,277.000000,279.435897,2.109744,-12.107246,-11.807432,0.248884,39,100,4623
13,277.00,279.20,1.469694,12.3652,12.0438,277.000000,279.200000,1.469694,-12.365217,-12.043841,0.244141,40,100,4974
14,277.00,278.96,1.505906,12.4696,12.2126,277.000000,278.961538,1.505906,-12.469565,-12.212598,0.221419,26,100,5318
15,277.00,279.83,2.967416,12.9275,12.3167,277.000000,279.833333,2.967416,-12.927536,-12.316727,0.244431,48,100,5673
16,277.00,279.13,1.580974,12.6435,12.4194,277.000000,279.129032,1.580974,-12.643478,-12.419448,0.231676,31,100,6025
17,277.00,278.14,0.773718,12.6870,12.4582,277.000000,278.142857,0.773718,-12.686957,-12.458247,0.226972,21,100,6381
18,277.00,279.03,1.840124,12.8029,12.4908,277.000000,279.032258,1.840124,-12.802899,-12.490790,0.268539,31,100,6734
19,277.00,279.32,1.662046,12.7768,12.6714,277.000000,279.318182,1.662046,-12.776812,-12.671410,0.170239,22,100,7089
20,277.00,278.69,1.642190,12.9710,12.7202,277.000000,278.689655,1.642190,-12.971014,-12.720240,0.178158,29,100,7449
21,277.00,278.71,1.365854,13.1333,12.8782,277.000000,278.707317,1.365854,-13.133333,-12.878190,0.254248,41,100,7794
22,277.00,279.15,1.437571,13.1623,13.0308,277.000000,279.147059,1.437571,-13.162319,-13.030776,0.114116,34,100,8123
23,277.00,279.13,1.225198,13.1391,13.0677,277.000000,279.134615,1.225198,-13.139130,-13.067726,0.087824,52,100,8453
24,277.00,279.16,1.578010,13.3072,13.1058,277.000000,279.161290,1.578010,-13.307246,-13.105844,0.147233,62,100,8779
25,277.00,278.91,1.518861,13.3826,13.1143,277.000000,278.914286,1.518861,-13.382609,-13.114286,0.159910,35,100,9115
26,277.00,278.49,1.171240,13.3333,13.1008,277.000000,278.487805,1.171240,-13.333333,-13.100813,0.174812,41,100,9431
