generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,277.00,285.22,10.320067,8.4899,7.7752,277.000000,285.217949,10.320067,-8.489855,-7.775214,0.186142,78,100,549
2,277.00,284.26,9.485495,9.0638,7.9067,277.000000,284.256757,9.485495,-9.063768,-7.906659,0.295361,74,100,959
3,277.00,282.56,6.017326,10.2319,9.3556,277.000000,282.557692,6.017326,-10.231884,-9.355574,0.192014,52,100,1427
4,277.00,286.52,9.547700,10.6493,10.2052,277.000000,286.522727,9.547700,-10.649275,-10.205204,0.251511,44,100,1831
5,277.00,284.16,5.251133,11.3942,10.8628,277.000000,284.160000,5.251133,-11.394203,-10.862841,0.315492,50,100,2170
6,277.00,285.03,5.213071,11.6551,11.3396,277.000000,285.031250,5.213071,-11.655072,-11.339583,0.221545,96,100,2480
7,277.00,284.44,4.924097,11.8058,11.5829,277.000000,284.442857,4.924097,-11.805797,-11.582940,0.163156,70,100,2823
8,277.00,283.48,5.029510,12.0116,11.7591,277.000000,283.476744,5.029510,-12.011594,-11.759083,0.156223,86,100,3212
9,277.00,282.09,3.792348,12.2203,11.8831,277.000000,282.090000,3.792348,-12.220290,-11.883072,0.166931,100,100,3649
10,277.00,283.30,4.021194,12.3362,12.0256,277.000000,283.300000,4.021194,-12.336232,-12.025594,0.144362,100,100,4073
11,277.00,283.66,4.974374,12.3594,12.0863,277.000000,283.660000,4.974374,-12.359420,-12.086261,0.146961,100,100,4477
12,277.00,285.29,6.620113,12.5101,12.1847,277.000000,285.290000,6.620113,-12.510145,-12.184725,0.188427,100,100,4903
13,277.00,287.94,7.691320,12.5536,12.2863,277.000000,287.940000,7.691320,-12.553623,-12.286348,0.195803,100,100,5343
14,277.00,288.80,7.708437,12.5362,12.3277,277.000000,288.800000,7.708437,-12.536232,-12.327710,0.168573,100,100,5800
15,277.00,290.20,10.209799,12.5739,12.3645,277.000000,290.200000,10.209799,-12.573913,-12.364522,0.170834,100,100,6289
16,277.00,289.44,10.039243,12.6783,12.3936,277.000000,289.440000,10.039243,-12.678261,-12.393623,0.222825,100,100,6801
17,277.00,294.18,12.201951,12.7623,12.5086,277.000000,294.180000,12.201951,-12.762319,-12.508551,0.192686,100,100,7284
18,277.00,290.72,11.878619,12.7797,12.5028,277.000000,290.720000,11.878619,-12.779710,-12.502841,0.199448,100,100,7748
19,277.00,291.28,10.229448,12.8261,12.6262,277.000000,291.280000,10.229448,-12.826087,-12.626232,0.159009,100,100,8171
20,277.00,288.23,6.667616,12.8957,12.7111,277.000000,288.230000,6.667616,-12.895652,-12.711101,0.130018,100,100,8577
21,277.00,285.60,6.607571,12.9043,12.7699,277.000000,285.600000,6.607571,-12.904348,-12.769913,0.078519,100,100,8970
22,277.00,284.52,6.168436,12.9507,12.8011,277.000000,284.520000,6.168436,-12.950725,-12.801101,0.064159,100,100,9345
23,277.00,282.89,4.726299,13.0116,12.8364,277.000000,282.890000,4.726299,-13.011594,-12.836377,0.105185,100,100,9728
24,277.00,280.86,3.149667,13.0667,12.9451,277.000000,280.860000,3.149667,-13.066667,-12.945101,0.107007,100,100,10117
25,277.00,279.91,2.315578,13.2232,13.0812,277.000000,279.910000,2.315578,-13.223188,-13.081246,0.077184,100,100,10475
26,277.00,281.20,3.784178,13.3333,13.1640,277.000000,281.200000,3.784178,-13.333333,-13.164029,0.084732,100,100,10827
