generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,277.00,284.57,9.970178,8.3275,7.8162,277.000000,284.568182,9.970178,-8.327536,-7.816206,0.166277,88,100,627
2,277.00,286.07,10.593289,8.6087,7.8828,277.000000,286.066667,10.593289,-8.608696,-7.882802,0.240019,90,100,1152
3,277.00,281.01,3.092823,9.9826,9.5773,277.000000,281.010101,3.092823,-9.982609,-9.577280,0.128947,99,100,1845
4,277.00,281.63,4.633908,10.6580,10.3096,277.000000,281.630000,4.633908,-10.657971,-10.309594,0.153797,100,100,2134
5,277.00,285.17,5.431492,11.2000,10.9192,277.000000,285.170000,5.431492,-11.200000,-10.919217,0.157865,100,100,2428
6,277.00,280.86,3.127363,11.5623,11.2356,277.000000,280.860000,3.127363,-11.562319,-11.235565,0.124399,100,100,2719
7,277.00,282.14,3.569370,11.8609,11.6504,277.000000,282.140000,3.569370,-11.860870,-11.650406,0.105834,100,100,3011
8,277.00,282.09,3.707007,12.2464,11.8747,277.000000,282.090000,3.707007,-12.246377,-11.874696,0.120029,100,100,3310
9,277.00,283.85,4.087481,12.3188,12.1240,277.000000,283.850000,4.087481,-12.318841,-12.123971,0.106770,100,100,3607
10,277.00,284.45,4.833994,12.5217,12.2772,277.000000,284.450000,4.833994,-12.521739,-12.277217,0.127120,100,100,3897
11,277.00,284.75,5.018715,12.5130,12.3347,277.000000,284.750000,5.018715,-12.513043,-12.334725,0.124305,100,100,4204
12,277.00,283.01,5.193255,12.5971,12.4029,277.000000,283.010000,5.193255,-12.597101,-12.402899,0.131383,100,100,4509
13,277.00,282.75,3.710458,12.8319,12.5996,277.000000,282.750000,3.710458,-12.831884,-12.599565,0.142858,100,100,4809
14,277.00,282.58,4.055071,12.8899,12.6849,277.000000,282.580000,4.055071,-12.889855,-12.684899,0.131598,100,100,5125
15,277.00,283.78,5.602821,13.0000,12.7819,277.000000,283.780000,5.602821,-13.000000,-12.781942,0.141323,100,100,5445
16,277.00,286.00,7.420243,13.0029,12.8870,277.000000,286.000000,7.420243,-13.002899,-12.887014,0.098895,100,100,5849
17,277.00,281.60,5.362835,13.1130,12.9148,277.000000,281.600000,5.362835,-13.113043,-12.914812,0.098783,100,100,6305
18,277.00,281.05,2.843853,13.1710,13.0355,277.000000,281.050000,2.843853,-13.171014,-13.035478,0.085753,100,100,6702
19,277.00,282.37,3.357544,13.2319,13.1283,277.000000,282.370000,3.357544,-13.231884,-13.128348,0.073351,100,100,7101
20,277.00,282.43,2.860961,13.2812,13.1736,277.000000,282.430000,2.860961,-13.281159,-13.173565,0.072007,100,100,7489
21,277.00,283.69,4.029131,13.4464,13.2233,277.000000,283.690000,4.029131,-13.446377,-13.223304,0.084492,100,100,7903
22,277.00,283.19,3.632341,13.4493,13.2790,277.000000,283.190000,3.632341,-13.449275,-13.279014,0.126484,100,100,8356
23,277.00,283.00,4.180909,13.5043,13.3104,277.000000,283.000000,4.180909,-13.504348,-13.310406,0.135106,100,100,8834
24,277.00,283.06,4.473969,13.5623,13.3879,277.000000,283.060000,4.473969,-13.562319,-13.387913,0.127224,100,100,9330
25,277.00,283.96,5.120391,13.5971,13.4517,277.000000,283.960000,5.120391,-13.597101,-13.451681,0.135245,100,100,9836
26,277.00,283.72,4.322222,13.6116,13.4891,277.000000,283.720000,4.322222,-13.611594,-13.489130,0.118745,100,100,10282
