generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,277.00,285.61,10.253799,8.4812,7.7962,277.000000,285.609756,10.253799,-8.481159,-7.796218,0.162932,82,100,574
2,277.00,287.35,9.861668,8.5246,7.9233,277.000000,287.350000,9.861668,-8.524638,-7.923297,0.255640,80,100,1046
3,277.00,284.28,5.465746,9.8986,9.4126,277.000000,284.275000,5.465746,-9.898551,-9.412572,0.252953,80,100,1686
4,277.00,286.40,6.767570,10.5478,10.3000,277.000000,286.400000,6.767570,-10.547826,-10.299971,0.201323,100,100,2014
5,277.00,284.52,6.585560,11.2841,10.8743,277.000000,284.520000,6.585560,-11.284058,-10.874319,0.206545,100,100,2326
6,277.00,283.29,5.387569,11.4783,11.1965,277.000000,283.290000,5.387569,-11.478261,-11.196522,0.169456,100,100,2625
7,277.00,285.35,6.559535,11.8435,11.4864,277.000000,285.350000,6.559535,-11.843478,-11.486435,0.221733,100,100,2920
8,277.00,284.04,4.314904,12.0986,11.8087,277.000000,284.040000,4.314904,-12.098551,-11.808667,0.264402,100,100,3229
9,277.00,281.99,3.869096,12.3217,11.8679,277.000000,281.990000,3.869096,-12.321739,-11.867942,0.287707,100,100,3525
10,277.00,283.80,4.724405,12.4812,12.1275,277.000000,283.800000,4.724405,-12.481159,-12.127536,0.314484,100,100,3809
11,277.00,283.81,4.199274,12.6348,12.3492,277.000000,283.810000,4.199274,-12.634783,-12.349159,0.220889,100,100,4093
12,277.00,285.34,5.591458,12.7217,12.4727,277.000000,285.340000,5.591458,-12.721739,-12.472725,0.227357,100,100,4458
13,277.00,285.39,6.448093,12.7623,12.5501,277.000000,285.390000,6.448093,-12.762319,-12.550145,0.222631,100,100,4818
14,277.00,285.09,6.613766,12.8609,12.6346,277.000000,285.090000,6.613766,-12.860870,-12.634551,0.201406,100,100,5158
15,277.00,282.39,4.142210,12.9710,12.7117,277.000000,282.390000,4.142210,-12.971014,-12.711710,0.197331,100,100,5524
16,277.00,282.62,4.293670,13.0319,12.7879,277.000000,282.620000,4.293670,-13.031884,-12.787855,0.178870,100,100,5899
17,277.00,285.20,6.749815,13.1565,12.9114,277.000000,285.200000,6.749815,-13.156522,-12.911391,0.194438,100,100,6229
18,277.00,282.71,4.193555,13.2580,12.9896,277.000000,282.710000,4.193555,-13.257971,-12.989594,0.220249,100,100,6553
19,277.00,282.60,4.014972,13.2812,13.1019,277.000000,282.600000,4.014972,-13.281159,-13.101884,0.175588,100,100,6880
20,277.00,283.52,4.598869,13.3855,13.2175,277.000000,283.520000,4.598869,-13.385507,-13.217478,0.183755,100,100,7250
21,277.00,284.50,6.135960,13.4783,13.3237,277.000000,284.500000,6.135960,-13.478261,-13.323681,0.148490,100,100,7701
22,277.00,283.01,4.239092,13.5420,13.4092,277.000000,283.010000,4.239092,-13.542029,-13.409217,0.160638,100,100,8169
23,277.00,280.87,3.068078,13.6638,13.4498,277.000000,280.870000,3.068078,-13.663768,-13.449768,0.210638,100,100,8646
24,277.00,281.48,3.135219,13.7362,13.5828,277.000000,281.480000,3.135219,-13.736232,-13.582841,0.153778,100,100,9132
25,277.00,281.04,2.887629,13.8377,13.6761,277.000000,281.040000,2.887629,-13.837681,-13.676116,0.082274,100,100,9638
26,277.00,279.91,2.121768,13.8725,13.7469,277.000000,279.910000,2.121768,-13.872464,-13.746899,0.088480,100,100,10125
