generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,277.00,287.79,11.292565,8.3942,7.8108,277.000000,287.794872,11.292565,-8.394203,-7.810777,0.183697,78,100,564
2,277.00,289.47,10.538223,8.4986,7.8615,277.000000,289.467532,10.538223,-8.498551,-7.861510,0.215569,77,100,1023
3,277.00,282.54,4.708449,9.9652,9.4679,277.000000,282.539474,4.708449,-9.965217,-9.467887,0.266263,76,100,1799
4,277.00,283.63,4.823923,10.7072,10.2272,277.000000,283.629630,4.823923,-10.707246,-10.227196,0.261319,81,100,2271
5,277.00,285.01,6.611213,11.2841,10.8936,277.000000,285.013889,6.611213,-11.284058,-10.893559,0.130950,72,100,2622
6,277.00,286.96,9.426932,11.5536,11.2891,277.000000,286.959596,9.426932,-11.553623,-11.289094,0.160063,99,100,3001
7,277.00,285.64,6.900029,11.9304,11.6097,277.000000,285.640000,6.900029,-11.930435,-11.609681,0.202017,100,100,3387
8,277.00,286.83,8.214688,12.0928,11.8575,277.000000,286.830000,8.214688,-12.092754,-11.857536,0.179030,100,100,3808
9,277.00,284.32,6.899101,12.2696,11.9320,277.000000,284.320000,6.899101,-12.269565,-11.931971,0.199687,100,100,4215
10,277.00,286.41,7.288477,12.4174,12.2138,277.000000,286.410000,7.288477,-12.417391,-12.213797,0.131893,100,100,4634
11,277.00,283.25,4.639774,12.5623,12.3593,277.000000,283.250000,4.639774,-12.562319,-12.359333,0.172177,100,100,5081
12,277.00,281.76,3.355950,12.7275,12.4248,277.000000,281.760000,3.355950,-12.727536,-12.424841,0.182969,100,100,5568
13,277.00,281.46,3.102966,12.9333,12.5597,277.000000,281.460000,3.102966,-12.933333,-12.559710,0.238666,100,100,6115
14,277.00,283.07,4.193459,12.9768,12.7227,277.000000,283.070000,4.193459,-12.976812,-12.722696,0.229010,100,100,6712
15,277.00,283.27,4.125179,13.1188,12.8829,277.000000,283.270000,4.125179,-13.118841,-12.882928,0.172445,100,100,7365
16,277.00,285.38,5.578136,13.3043,13.0213,277.000000,285.380000,5.578136,-13.304348,-13.021333,0.200006,100,100,8108
17,277.00,283.33,5.028031,13.3478,13.0365,277.000000,283.330000,5.028031,-13.347826,-13.036464,0.197813,100,100,8881
18,277.00,289.95,6.977643,13.5159,13.2869,277.000000,289.950000,6.977643,-13.515942,-13.286870,0.154155,100,100,9625
19,277.00,289.42,8.491384,13.5855,13.3155,277.000000,289.420000,8.491384,-13.585507,-13.315536,0.178532,100,100,10409
20,277.00,287.97,8.112281,13.6464,13.3488,277.000000,287.970000,8.112281,-13.646377,-13.348841,0.194442,100,100,11190
21,277.00,287.13,7.926733,13.7130,13.3672,277.000000,287.130000,7.926733,-13.713043,-13.367217,0.194332,100,100,11981
22,277.00,286.45,5.884514,13.7072,13.4082,277.000000,286.450000,5.884514,-13.707246,-13.408232,0.146197,100,100,12822
23,277.00,289.21,6.675770,13.7275,13.5116,277.000000,289.210000,6.675770,-13.727536,-13.511594,0.153290,100,100,13773
24,277.00,287.44,8.016633,13.7623,13.5244,277.000000,287.440000,8.016633,-13.762319,-13.524377,0.197151,100,100,14604
25,277.00,288.44,9.406721,13.8203,13.5730,277.000000,288.440000,9.406721,-13.820290,-13.572957,0.169355,100,100,15501
26,277.00,292.32,10.124110,13.9043,13.6733,277.000000,292.320000,10.124110,-13.904348,-13.673275,0.159142,100,100,16335
