INSTANCIA,TAM,POB,CRU,MUT,HV,PARETO_FILE
promedio_2024,286,50,0.70,0.100,0.222211,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.233925,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.233704,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.223661,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.227512,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.230407,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.210210,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.241642,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.230376,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.242725,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.231411,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.225378,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.225007,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.231009,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.225764,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.235496,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.233496,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.233514,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.224678,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.246209,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.245715,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.216397,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.216114,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.226359,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.255009,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.228350,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.239222,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.224765,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.248189,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.70,0.100,0.237214,output/promedio_2024_pareto_front.csv
