generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,303.56,9.0000,8.5334,36,50,308
2,323.00,346.85,8.9914,8.4494,39,50,579
3,329.00,406.52,9.6829,9.0222,48,50,1637
4,372.00,423.90,9.5371,9.0535,48,50,2636
5,413.00,453.38,10.2400,9.1188,32,50,3512
6,444.00,472.67,10.4857,9.2972,36,50,4368
7,473.00,497.26,10.2429,9.4909,38,50,5239
8,485.00,510.94,9.9429,9.4487,32,50,6100
9,489.00,533.19,10.1743,9.6505,26,50,6964
10,494.00,517.14,10.1457,9.5051,37,50,7829
11,497.00,518.10,10.3143,9.6585,39,50,8716
12,507.00,530.26,10.2743,9.8232,23,50,9574
13,497.00,524.34,10.1629,9.6969,35,50,10421
14,499.00,522.80,10.7714,9.7478,40,50,11284
15,506.00,533.98,10.3886,9.8507,41,50,12105
16,498.00,522.62,10.5486,9.8149,29,50,12929
17,502.00,528.00,10.5200,9.8529,27,50,13763
18,502.00,531.60,10.1943,9.7653,20,50,14550
19,506.00,524.74,10.5686,9.7582,19,50,15308
20,505.00,531.06,10.3914,9.8679,33,50,16051
21,488.00,524.55,10.4029,9.8319,40,50,16814
22,485.00,508.03,10.6714,9.6849,36,50,17569
23,494.00,517.97,10.5314,9.9212,33,50,18328
24,488.00,518.11,10.2943,9.8554,18,50,19099
25,498.00,518.22,10.4943,9.8508,18,50,19853
26,498.00,518.48,10.2657,9.7329,23,50,20590
27,503.00,521.73,10.5829,9.8922,15,50,21372
28,511.00,534.00,10.5171,10.0489,18,50,22113
29,501.00,530.76,10.3086,9.7861,33,50,22861
30,502.00,517.59,10.5686,9.8906,17,50,23630
31,496.00,522.28,10.3886,9.9029,18,50,24383
32,490.00,523.44,10.3429,9.7237,25,50,25114
33,501.00,529.76,10.2686,9.9454,17,50,25848
34,499.00,520.43,10.8714,10.1595,30,50,26582
35,509.00,520.12,10.1629,9.8982,17,50,27317
36,499.00,517.50,10.6886,9.8547,28,50,28062
37,505.00,522.00,10.4029,9.7392,14,50,28815
38,524.00,540.92,10.2600,10.0821,12,50,29557
39,512.00,527.73,10.2000,9.7496,11,50,30287
40,509.00,540.90,10.4143,10.0071,29,50,31012
41,506.00,525.62,10.3943,9.7663,26,50,31731
42,506.00,528.12,10.2600,9.7363,25,50,32462
43,493.00,518.00,10.7829,9.8054,25,50,33186
44,490.00,518.09,10.6657,9.8546,33,50,33924
45,495.00,512.18,10.2514,9.3794,22,50,34663
46,493.00,507.38,10.2743,9.5409,26,50,35414
47,494.00,516.19,10.6457,9.9073,16,50,36171
48,499.00,517.94,10.3829,9.7547,36,50,36899
49,482.00,519.84,10.3114,9.7924,31,50,37627
50,493.00,519.44,10.4343,9.8540,27,50,38356
51,497.00,511.88,10.2629,9.6136,16,50,39239
