generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.76,9.2543,8.5529,172,200,965
2,313.00,348.87,9.3343,8.3926,168,200,1752
3,325.00,390.87,9.8057,8.9803,159,200,5444
4,362.00,448.88,10.4457,9.2877,184,200,9109
5,398.00,466.07,10.1600,9.2159,182,200,12961
6,435.00,482.08,10.1771,9.4808,170,200,16581
7,455.00,494.32,10.4371,9.5308,174,200,20156
8,469.00,498.11,10.5457,9.5378,137,200,23762
9,478.00,504.42,10.3343,9.5319,139,200,27329
10,483.00,509.07,10.3143,9.6085,140,200,30869
11,487.00,515.09,10.4257,9.7148,155,200,34375
12,489.00,516.94,10.4857,9.7128,144,200,37901
13,488.00,522.67,10.4800,9.6877,141,200,41395
14,496.00,523.65,10.4571,9.7393,118,200,44877
