INSTANCIA,TAM,POB,CRU,MUT,HV,PARETO_FILE
promedio_2024,286,200,0.70,0.100,0.229380,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.236320,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.233791,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.235552,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.239139,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.234197,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.220485,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.239143,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.240949,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.241872,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.232330,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.222310,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.242838,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.233528,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.231121,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.224763,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.236061,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.235878,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.233385,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.223097,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.236127,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.234518,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.219816,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.241824,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.237857,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.226014,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.227314,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.232082,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.231749,output/promedio_2024_pareto_front.csv
promedio_2024,286,200,0.70,0.100,0.237244,output/promedio_2024_pareto_front.csv
