generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.71,9.1400,8.5281,167,200,945
2,318.00,346.16,9.3400,8.4522,165,200,1747
3,329.00,397.99,9.8314,9.0608,178,200,5594
4,371.00,434.20,9.8400,9.1912,178,200,9426
5,407.00,461.37,10.0743,9.2854,158,200,13112
6,438.00,477.67,10.3543,9.4296,149,200,16836
7,463.00,502.61,10.5514,9.6491,142,200,20473
8,465.00,514.20,10.6114,9.7015,141,200,24095
9,481.00,509.83,10.4286,9.5762,133,200,27680
10,475.00,515.12,10.5143,9.6972,127,200,31269
11,487.00,521.07,10.4286,9.7397,113,200,34810
12,490.00,517.98,10.5343,9.7788,102,200,38327
13,490.00,516.51,10.8171,9.7082,125,200,41883
14,491.00,520.18,10.5086,9.7472,131,200,45413
