generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.43,9.0771,8.5272,167,200,877
2,322.00,347.44,9.3000,8.4374,171,200,1609
3,316.00,386.47,9.8143,8.9602,180,200,5212
4,353.00,435.57,10.2429,9.1685,188,200,8815
5,412.00,462.56,10.3714,9.2733,180,200,12320
6,435.00,477.29,10.2343,9.3179,128,200,15853
7,454.00,486.67,10.3143,9.3270,153,200,19354
8,465.00,501.30,10.2714,9.5165,145,200,22725
9,482.00,509.81,10.5600,9.5545,119,200,26052
10,488.00,518.03,10.4286,9.6462,116,200,29360
11,494.00,525.30,10.3543,9.7106,73,200,32662
12,487.00,515.31,10.2600,9.3915,48,200,35960
13,499.00,521.92,10.6829,9.6899,64,200,39273
14,492.00,535.05,10.3429,9.8824,86,200,42604
